,ClientId,DataExtracao,Score_Credito,Estado,Gênero,Idade,Tempo_Cliente,Limite_Credito_Mercado,Qte_Categorias,Usa_Cartao_Credito,Programa_Fidelidade,Sum_Pedidos_Acumulados,DataUltimaTransacao,DiasDesdeUltTransacao,Target
1925,347493,2019-06-30,804,São Paulo,Masculino,24,3,0.0,2,1,0,721.6472083333333,2019-10-08,22,0
1926,347494,2019-06-30,693,São Paulo,Masculino,31,1,0.0,2,0,1,759.462,2019-10-24,6,0
1927,347495,2019-06-30,729,Minas Gerais,Masculino,36,8,1528.9924,2,1,0,738.0430416666666,2019-10-28,2,0
1928,347496,2019-06-30,484,Minas Gerais,Masculino,54,3,1343.8810999999996,1,0,0,208.1449583333333,2019-09-23,37,1
1929,347497,2019-06-30,632,Rio de Janeiro,Feminino,40,3,1097.4062,1,1,0,591.2364166666666,2019-10-21,9,0
1930,347498,2019-06-30,536,Minas Gerais,Masculino,23,6,923.6672,2,1,0,502.757125,2019-10-22,8,0
1931,347499,2019-06-30,573,São Paulo,Feminino,26,4,1291.0902,1,0,0,624.2278333333333,2019-08-23,68,1
1932,347500,2019-06-30,655,Rio de Janeiro,Feminino,56,5,0.0,2,1,1,174.09458333333333,2019-10-24,6,0
1933,347501,2019-06-30,666,Minas Gerais,Masculino,74,7,1051.025,1,1,1,192.3852916666667,2019-10-18,12,0
1934,347502,2019-06-30,726,Minas Gerais,Masculino,30,5,1113.7532,2,1,0,11.267041666666668,2019-10-18,12,0
1935,347503,2019-06-30,523,São Paulo,Masculino,39,3,0.0,2,1,0,28.02720833333333,2019-10-03,27,0
1936,347504,2019-06-30,728,Minas Gerais,Feminino,33,9,1504.1214000000002,2,1,0,711.5169999999998,2019-10-18,12,0
1937,347505,2019-06-30,701,São Paulo,Masculino,30,3,1566.6072,2,1,0,190.59341666666668,2019-10-13,17,0
1938,347506,2019-06-30,518,São Paulo,Masculino,38,3,909.5781,1,0,1,676.269125,2019-10-09,21,0
1939,347507,2019-06-30,739,São Paulo,Masculino,37,7,1049.6046,1,0,1,337.01591666666667,2019-10-01,29,0
1940,347508,2019-06-30,531,Minas Gerais,Feminino,31,7,1170.5282,1,1,0,493.78370833333327,2019-09-17,43,1
1941,347509,2019-06-30,452,Rio de Janeiro,Masculino,44,3,889.1585,1,1,0,290.4072500000001,2019-10-10,20,0
1942,347510,2019-06-30,684,São Paulo,Masculino,45,6,1480.7139000000002,1,1,0,764.8958750000003,2019-10-12,18,0
1943,347511,2019-06-30,728,Minas Gerais,Masculino,39,6,1521.8283,1,0,0,671.6816666666667,2019-10-21,9,0
1944,347512,2019-06-30,783,Rio de Janeiro,Masculino,39,9,0.0,2,1,0,598.969875,2019-10-27,3,0
1945,347513,2019-06-30,734,São Paulo,Masculino,22,5,1300.5623,1,0,0,507.89295833333335,2019-09-10,50,1
1946,347514,2019-06-30,648,Minas Gerais,Masculino,34,3,950.3973,2,1,1,612.7327916666667,2019-10-05,25,0
1947,347515,2019-06-30,688,São Paulo,Masculino,52,1,0.0,2,1,1,716.8065416666667,2019-10-17,13,0
1948,347516,2019-06-30,680,Rio de Janeiro,Masculino,35,9,0.0,2,0,0,599.0585833333333,2019-10-12,18,0
1949,347517,2019-06-30,516,São Paulo,Feminino,43,2,1127.7373,2,1,1,580.6940833333333,2019-10-19,11,0
1950,347518,2019-06-30,680,São Paulo,Feminino,37,10,1238.0628,1,1,0,340.7368333333333,2019-07-11,111,1
1951,347519,2019-06-30,604,São Paulo,Masculino,53,8,1444.5375,1,1,0,795.829,2019-08-10,81,1
1952,347520,2019-06-30,624,Minas Gerais,Masculino,27,9,946.6729,2,0,1,18.627166666666668,2019-10-01,29,0
1953,347521,2019-06-30,623,São Paulo,Masculino,21,10,0.0,2,0,1,566.0470833333333,2019-10-16,14,0
1954,347522,2019-06-30,624,Rio de Janeiro,Masculino,51,5,1743.9721,2,1,1,718.2192916666667,2019-10-19,11,0
1955,347523,2019-06-30,565,Minas Gerais,Feminino,58,3,1088.8824,3,0,1,566.1479583333332,2019-07-08,114,1
1956,347524,2019-06-30,565,São Paulo,Masculino,55,4,1188.0335,2,1,1,533.8529166666666,2019-08-14,77,1
1957,347525,2019-06-30,710,São Paulo,Masculino,54,6,1711.3762,1,1,1,695.933125,2019-09-26,34,1
1958,347526,2019-06-30,645,São Paulo,Masculino,42,6,0.0,1,0,0,624.1958750000002,2019-10-18,12,0
1959,347527,2019-06-30,707,São Paulo,Masculino,33,8,1366.7851999999998,1,1,0,226.21091666666663,2019-10-22,8,0
1960,347528,2019-06-30,655,Rio de Janeiro,Feminino,36,1,1355.1576,1,1,0,358.39150000000006,2019-10-03,27,0
1961,347529,2019-06-30,705,Rio de Janeiro,Feminino,24,5,1777.9983,2,0,0,332.85858333333334,2019-10-29,1,0
1962,347530,2019-06-30,358,Rio de Janeiro,Feminino,52,8,1435.4236,3,1,0,591.4962916666666,2019-08-25,66,1
1963,347531,2019-06-30,578,Minas Gerais,Masculino,34,8,1474.8723,2,1,0,277.8365416666667,2019-10-25,5,0
1964,347532,2019-06-30,800,São Paulo,Feminino,40,5,977.6441,1,1,0,411.00062499999984,2019-08-08,83,1
1965,347533,2019-06-30,612,São Paulo,Feminino,33,9,0.0,1,0,0,594.9895833333333,2019-07-19,103,1
1966,347534,2019-06-30,681,Minas Gerais,Feminino,48,8,1394.8018,1,1,1,681.5902916666668,2019-10-19,11,0
1967,347535,2019-06-30,559,Rio de Janeiro,Masculino,25,5,0.0,2,1,1,680.0884166666667,2019-10-03,27,0
1968,347536,2019-06-30,488,Rio de Janeiro,Feminino,39,9,1405.5346,1,0,0,51.83516666666666,2019-10-30,0,0
1969,347537,2019-06-30,717,São Paulo,Feminino,36,5,0.0,2,1,1,606.4650000000003,2019-10-12,18,0
1970,347538,2019-06-30,666,São Paulo,Feminino,41,10,1411.6208,1,1,0,212.11866666666668,2019-10-13,17,0
1971,347539,2019-06-30,582,Rio de Janeiro,Masculino,26,4,658.4836,2,1,0,125.62170833333332,2019-10-14,16,0
1972,347540,2019-06-30,733,Rio de Janeiro,Feminino,30,0,833.1928,1,0,0,240.705,2019-10-06,24,0
1973,347541,2019-06-30,693,São Paulo,Masculino,41,4,0.0,2,0,0,651.5894583333334,2019-10-28,2,0
1974,347542,2019-06-30,694,São Paulo,Feminino,33,4,1297.3164,2,1,0,742.1827499999997,2019-10-20,10,0
1975,347543,2019-06-30,622,São Paulo,Feminino,35,5,0.0,2,1,0,212.97000000000008,2019-10-04,26,0
1976,347544,2019-06-30,598,Rio de Janeiro,Feminino,38,6,0.0,2,0,0,724.0974166666667,2019-10-22,8,0
1977,347545,2019-06-30,717,Rio de Janeiro,Masculino,35,1,0.0,3,0,0,728.2089166666667,2019-08-02,89,1
1978,347546,2019-06-30,494,Minas Gerais,Masculino,37,5,1071.0633,2,1,0,716.9295416666668,2019-10-26,4,0
1979,347547,2019-06-30,644,São Paulo,Masculino,33,8,0.0,2,1,1,647.0590416666668,2019-10-21,9,0
1980,347548,2019-06-30,554,São Paulo,Feminino,30,9,0.0,2,1,1,168.00125,2019-10-03,27,0
1981,347549,2019-06-30,476,Rio de Janeiro,Feminino,69,1,1053.0373,1,0,1,559.4180833333332,2019-10-07,23,0
1982,347550,2019-06-30,667,São Paulo,Masculino,28,6,1657.981,1,1,0,612.8787499999999,2019-10-03,27,0
1983,347551,2019-06-30,748,Rio de Janeiro,Feminino,40,4,0.0,2,1,0,551.5352916666668,2019-10-14,16,0
1984,347552,2019-06-30,531,Rio de Janeiro,Feminino,45,1,1264.9557,2,1,1,686.4229166666668,2019-10-23,7,0
1985,347553,2019-06-30,719,Rio de Janeiro,Feminino,47,9,1163.9359,1,1,0,262.7138333333333,2019-08-31,60,1
1986,347554,2019-06-30,845,Minas Gerais,Feminino,41,2,817.3374,2,0,0,832.3387083333333,2019-10-29,1,0
1987,347555,2019-06-30,738,São Paulo,Masculino,54,4,0.0,1,0,1,232.18766666666664,2019-09-17,43,1
1988,347556,2019-06-30,563,Rio de Janeiro,Feminino,46,8,1061.7168,1,1,0,679.7729166666667,2019-09-03,57,1
1989,347557,2019-06-30,695,Rio de Janeiro,Masculino,28,0,960.2086,1,1,1,241.635375,2019-10-01,29,0
1990,347558,2019-06-30,841,Rio de Janeiro,Masculino,41,1,0.0,2,0,1,804.557375,2019-10-02,28,0
1991,347559,2019-06-30,626,Minas Gerais,Masculino,36,2,1816.7116,2,1,1,239.7130833333333,2019-10-04,26,0
1992,347560,2019-06-30,613,São Paulo,Feminino,29,6,1857.0928,2,1,1,321.8424583333333,2019-10-12,18,0
1993,347561,2019-06-30,824,Minas Gerais,Masculino,60,8,1342.5017,3,0,0,637.6923333333333,2019-09-07,53,1
1994,347562,2019-06-30,705,São Paulo,Feminino,49,7,0.0,1,1,0,264.18833333333333,2019-07-19,103,1
1995,347563,2019-06-30,584,São Paulo,Feminino,44,5,956.7175,2,1,1,444.0203333333334,2019-10-22,8,0
1996,347564,2019-06-30,534,São Paulo,Masculino,62,2,0.0,2,0,0,178.1796666666667,2019-09-20,40,1
1997,347565,2019-06-30,672,São Paulo,Feminino,34,1,1421.5175,2,1,1,703.1389166666668,2019-10-04,26,0
1998,347566,2019-06-30,603,São Paulo,Masculino,43,5,1278.2393,1,1,1,81.18062499999998,2019-10-18,12,0
1999,347567,2019-06-30,633,Minas Gerais,Masculino,43,3,1441.6429,1,1,1,661.0269166666667,2019-10-02,28,0
2000,347568,2019-06-30,842,São Paulo,Masculino,58,1,634.9294,1,1,1,346.5507916666667,2019-10-13,17,0
2001,347569,2019-06-30,661,São Paulo,Feminino,27,3,0.0,2,1,1,320.374125,2019-10-14,16,0
2002,347570,2019-06-30,601,São Paulo,Masculino,74,2,0.0,2,0,1,214.81075,2019-10-21,9,0
2003,347571,2019-06-30,632,São Paulo,Masculino,41,0,1061.3446,1,0,1,439.876625,2019-10-12,18,0
2004,347572,2019-06-30,684,Minas Gerais,Masculino,29,8,1272.6975,1,0,1,331.2292083333333,2019-10-10,20,0
2005,347573,2019-06-30,785,Minas Gerais,Feminino,32,3,1244.9303,2,0,1,219.099125,2019-09-06,54,1
2006,347574,2019-06-30,687,São Paulo,Masculino,39,7,0.0,2,1,0,111.86770833333333,2019-10-24,6,0
2007,347575,2019-06-30,705,Minas Gerais,Feminino,43,10,1465.4778,1,0,1,41.96895833333333,2019-09-24,36,1
2008,347576,2019-06-30,639,São Paulo,Masculino,43,6,996.1092,2,1,0,780.4032500000002,2019-10-26,4,0
2009,347577,2019-06-30,729,Minas Gerais,Masculino,46,5,1178.3743,1,1,0,433.40254166666665,2019-09-25,35,1
2010,347578,2019-06-30,556,Rio de Janeiro,Feminino,48,8,1685.2237,1,1,1,630.4590000000002,2019-10-01,29,0
2011,347579,2019-06-30,570,São Paulo,Masculino,32,9,1173.3754,2,0,1,261.712125,2019-10-08,22,0
2012,347580,2019-06-30,841,São Paulo,Masculino,74,9,1081.3153,1,0,1,253.45991666666663,2019-10-07,23,0
2013,347581,2019-06-30,705,Minas Gerais,Masculino,35,4,1364.9612,2,1,0,486.13341666666673,2019-10-10,20,0
2014,347582,2019-06-30,553,São Paulo,Masculino,32,3,1163.2453,1,1,0,322.10204166666665,2019-10-18,12,0
2015,347583,2019-06-30,779,Minas Gerais,Feminino,40,2,754.7022999999998,1,1,1,220.39170833333333,2019-10-01,29,0
2016,347584,2019-06-30,696,São Paulo,Masculino,28,4,1726.4682,1,1,1,485.297625,2019-10-20,10,0
2017,347585,2019-06-30,728,Rio de Janeiro,Feminino,37,4,0.0,1,0,0,18.914083333333327,2019-10-16,14,0
2018,347586,2019-06-30,691,Minas Gerais,Masculino,27,3,1603.5868,2,1,0,593.1988333333334,2019-10-14,16,0
2019,347587,2019-06-30,706,São Paulo,Masculino,30,3,984.1537,1,1,1,460.50200000000007,2019-10-03,27,0
2020,347588,2019-06-30,627,Minas Gerais,Feminino,30,6,578.0932,1,1,0,784.4103749999997,2019-10-01,29,0
2021,347589,2019-06-30,716,Minas Gerais,Feminino,18,3,1287.438,1,0,0,822.1755416666667,2019-10-06,24,0
2022,347590,2019-06-30,501,Minas Gerais,Masculino,24,4,1308.0642,2,1,0,334.3380833333333,2019-10-29,1,0
2023,347591,2019-06-30,601,São Paulo,Masculino,41,1,1239.7116,1,0,1,720.0624583333333,2019-10-17,13,0
2024,347592,2019-06-30,545,Rio de Janeiro,Feminino,39,6,0.0,1,0,0,160.04475,2019-07-19,103,1
2025,347593,2019-06-30,634,São Paulo,Masculino,45,9,0.0,2,0,0,73.42841666666666,2019-10-02,28,0
2026,347594,2019-06-30,451,Rio de Janeiro,Feminino,23,9,0.0,2,0,1,200.0904583333333,2019-10-29,1,0
2027,347595,2019-06-30,655,São Paulo,Feminino,59,7,0.0,1,1,0,370.660375,2019-08-05,86,1
2028,347596,2019-06-30,458,São Paulo,Feminino,39,9,0.0,2,1,0,484.762875,2019-10-10,20,0
2029,347597,2019-06-30,520,São Paulo,Masculino,33,4,1562.9758,2,1,1,692.0942083333333,2019-10-23,7,0
2030,347598,2019-06-30,624,Rio de Janeiro,Feminino,28,2,0.0,2,0,1,434.80525,2019-10-02,28,0
2031,347599,2019-06-30,765,São Paulo,Masculino,51,3,1233.723,1,1,1,480.9555,2019-10-18,12,0
2032,347600,2019-06-30,667,Minas Gerais,Feminino,37,5,921.7135,3,1,0,742.10975,2019-08-15,76,1
2033,347601,2019-06-30,665,Rio de Janeiro,Masculino,41,8,0.0,2,1,0,550.6346666666667,2019-10-26,4,0
2034,347602,2019-06-30,709,Minas Gerais,Masculino,34,4,1483.7519,2,1,1,89.67241666666668,2019-10-29,1,0
2035,347603,2019-06-30,583,São Paulo,Feminino,44,8,0.0,2,1,1,114.29841666666668,2019-10-01,29,0
2036,347604,2019-06-30,782,Rio de Janeiro,Masculino,34,6,1474.2244,1,0,1,175.598375,2019-10-17,13,0
2037,347605,2019-06-30,668,Rio de Janeiro,Feminino,24,7,1739.6232,1,0,0,443.5712916666666,2019-09-03,57,1
2038,347606,2019-06-30,621,São Paulo,Masculino,47,0,0.0,1,1,1,557.6307083333332,2019-08-04,87,1
2039,347607,2019-06-30,579,Minas Gerais,Feminino,64,6,1452.1543,1,1,1,683.6821666666667,2019-10-23,7,0
2040,347608,2019-06-30,547,São Paulo,Feminino,38,5,1675.3997,1,0,1,663.3639166666667,2019-10-07,23,0
2041,347609,2019-06-30,840,São Paulo,Feminino,39,1,949.6897,1,1,0,352.03175,2019-10-05,25,0
2042,347610,2019-06-30,667,Minas Gerais,Feminino,27,3,1061.165,2,1,0,15.311291666666667,2019-10-22,8,0
2043,347611,2019-06-30,723,São Paulo,Masculino,34,5,0.0,2,0,1,50.38345833333333,2019-10-01,29,0
2044,347612,2019-06-30,487,São Paulo,Masculino,45,2,0.0,2,1,0,322.81554166666666,2019-10-19,11,0
2045,347613,2019-06-30,668,São Paulo,Feminino,31,9,0.0,2,0,0,172.048875,2019-10-08,22,0
2046,347614,2019-06-30,520,Minas Gerais,Masculino,34,8,1200.1886,2,1,1,1.43075,2019-10-06,24,0
2047,347615,2019-06-30,549,São Paulo,Masculino,37,2,1125.4154,2,0,0,197.635125,2019-10-17,13,0
2048,347616,2019-06-30,567,São Paulo,Feminino,35,5,1661.1845,2,1,0,532.61325,2019-10-01,29,0
2049,347617,2019-06-30,720,São Paulo,Feminino,45,1,1028.8239999999996,2,1,1,148.47145833333337,2019-07-07,115,1
2050,347618,2019-06-30,492,São Paulo,Feminino,49,8,0.0,1,1,1,761.937875,2019-09-14,46,1
2051,347619,2019-06-30,712,São Paulo,Feminino,37,1,1068.815,2,0,0,705.778375,2019-10-05,25,0
2052,347620,2019-06-30,689,Minas Gerais,Masculino,26,4,1207.2797,1,0,1,621.1411666666667,2019-10-15,15,0
2053,347621,2019-06-30,850,São Paulo,Masculino,63,8,1698.3257,1,0,0,767.1135833333334,2019-09-22,38,1
2054,347622,2019-06-30,747,São Paulo,Masculino,41,5,0.0,2,1,1,94.792375,2019-10-04,26,0
2055,347623,2019-06-30,469,Minas Gerais,Masculino,38,9,1135.9942,1,0,0,49.792875,2019-10-20,10,0
2056,347624,2019-06-30,539,Rio de Janeiro,Masculino,38,6,0.0,1,1,1,637.0002916666667,2019-09-12,48,1
2057,347625,2019-06-30,743,São Paulo,Masculino,32,9,0.0,2,1,0,730.2199166666667,2019-10-24,6,0
2058,347626,2019-06-30,707,São Paulo,Masculino,47,3,0.0,2,1,0,726.2637083333334,2019-10-17,13,0
2059,347627,2019-06-30,581,Rio de Janeiro,Feminino,50,4,0.0,2,1,1,336.25716666666665,2019-10-09,21,0
2060,347628,2019-06-30,737,Rio de Janeiro,Masculino,38,6,1462.8279,2,1,0,827.1508333333335,2019-10-07,23,0
2061,347629,2019-06-30,445,Minas Gerais,Feminino,38,6,1194.1362,2,1,0,732.3181666666667,2019-10-03,27,0
2062,347630,2019-06-30,703,Minas Gerais,Feminino,29,3,1220.8463000000004,1,0,1,345.10033333333337,2019-10-15,15,0
2063,347631,2019-06-30,588,Minas Gerais,Feminino,35,1,1030.6063,1,1,0,749.4417083333334,2019-09-10,50,1
2064,347632,2019-06-30,765,São Paulo,Masculino,44,6,0.0,2,1,1,666.249875,2019-10-29,1,0
2065,347633,2019-06-30,626,São Paulo,Masculino,33,8,0.0,2,1,0,577.1011666666666,2019-10-11,19,0
2066,347634,2019-06-30,545,Minas Gerais,Masculino,37,9,1104.8386,1,1,1,530.811125,2019-10-20,10,0
2067,347635,2019-06-30,744,São Paulo,Masculino,31,9,1207.1828,1,1,1,245.67287500000003,2019-10-23,7,0
2068,347636,2019-06-30,658,Rio de Janeiro,Feminino,31,2,365.6696,1,1,0,431.8540833333333,2019-09-24,36,1
2069,347637,2019-06-30,629,Minas Gerais,Masculino,28,8,1086.01,1,1,1,498.5320833333333,2019-10-11,19,0
2070,347638,2019-06-30,719,São Paulo,Feminino,42,4,0.0,1,1,0,118.60775,2019-09-05,55,1
2071,347639,2019-06-30,686,Rio de Janeiro,Feminino,36,5,0.0,2,1,1,637.4130833333334,2019-10-07,23,0
2072,347640,2019-06-30,743,São Paulo,Masculino,36,4,0.0,2,1,1,795.4625833333333,2019-10-15,15,0
2073,347641,2019-06-30,626,Rio de Janeiro,Feminino,48,2,0.0,2,1,1,399.14575,2019-10-28,2,0
2074,347642,2019-06-30,661,Minas Gerais,Masculino,44,1,1411.3662,1,1,0,790.5949166666667,2019-08-20,71,1
2075,347643,2019-06-30,710,Minas Gerais,Masculino,45,9,1082.3137,1,1,1,785.7253333333333,2019-10-27,3,0
2076,347644,2019-06-30,654,São Paulo,Masculino,40,6,0.0,1,0,0,766.137,2019-07-17,105,1
2077,347645,2019-06-30,569,Rio de Janeiro,Feminino,34,6,1448.5534,1,0,0,818.9805,2019-10-06,24,0
2078,347646,2019-06-30,640,São Paulo,Masculino,63,2,684.3245,2,1,1,468.7635,2019-07-19,103,1
2079,347647,2019-06-30,562,São Paulo,Masculino,45,6,1368.5523999999998,1,1,0,195.26666666666668,2019-10-24,6,0
2080,347648,2019-06-30,721,São Paulo,Feminino,55,3,440.2089,1,1,0,274.435,2019-08-08,83,1
2081,347649,2019-06-30,456,Minas Gerais,Masculino,32,9,1330.6063,1,1,1,521.533,2019-10-15,15,0
2082,347650,2019-06-30,811,Rio de Janeiro,Masculino,39,7,0.0,2,1,1,739.6641250000004,2019-10-18,12,0
2083,347651,2019-06-30,534,São Paulo,Masculino,24,1,0.0,1,1,1,706.8888333333333,2019-10-25,5,0
2084,347652,2019-06-30,423,São Paulo,Feminino,36,5,976.6561,1,1,0,493.2189583333334,2019-09-11,49,1
2085,347653,2019-06-30,594,Minas Gerais,Masculino,28,5,1850.1302,1,1,0,68.67133333333332,2019-10-01,29,0
2086,347654,2019-06-30,725,Rio de Janeiro,Feminino,32,0,0.0,2,1,1,577.1882916666666,2019-10-23,7,0
2087,347655,2019-06-30,716,São Paulo,Feminino,52,7,659.7161,2,1,0,60.86666666666666,2019-08-17,74,1
2088,347656,2019-06-30,595,Minas Gerais,Feminino,41,9,1504.6310999999996,2,0,1,339.7849166666667,2019-10-04,26,0
2089,347657,2019-06-30,679,São Paulo,Feminino,33,1,0.0,2,0,0,290.0353333333333,2019-10-28,2,0
2090,347658,2019-06-30,667,Rio de Janeiro,Masculino,39,9,0.0,2,1,0,286.9741666666667,2019-10-18,12,0
2091,347659,2019-06-30,661,São Paulo,Feminino,37,5,1364.2518,1,1,0,337.928375,2019-10-22,8,0
2092,347660,2019-06-30,655,Rio de Janeiro,Masculino,38,3,2508.9809,3,0,1,337.725,2019-09-19,41,1
2093,347661,2019-06-30,555,São Paulo,Masculino,55,4,1467.9881,1,1,1,308.957375,2019-10-02,28,0
2094,347662,2019-06-30,531,Rio de Janeiro,Masculino,70,1,0.0,2,0,0,414.596625,2019-10-06,24,0
2095,347663,2019-06-30,611,Minas Gerais,Feminino,40,7,1284.8691,2,1,0,42.12279166666666,2019-10-30,0,0
2096,347664,2019-06-30,600,São Paulo,Feminino,38,9,0.0,2,1,1,245.2327083333333,2019-10-19,11,0
2097,347665,2019-06-30,531,Rio de Janeiro,Masculino,37,1,1434.0729,2,0,1,351.6769166666667,2019-10-02,28,0
2098,347666,2019-06-30,601,São Paulo,Feminino,43,2,0.0,1,1,0,207.141125,2019-08-08,83,1
2099,347667,2019-06-30,548,São Paulo,Masculino,57,6,761.6564999999998,1,1,1,556.406375,2019-10-22,8,0
2100,347668,2019-06-30,759,São Paulo,Masculino,40,4,0.0,2,1,0,519.231625,2019-10-06,24,0
2101,347669,2019-06-30,678,Rio de Janeiro,Feminino,49,8,0.0,2,0,1,408.7112083333333,2019-10-18,12,0
2102,347670,2019-06-30,755,Minas Gerais,Feminino,33,6,905.603,2,1,1,177.5320416666667,2019-10-03,27,0
2103,347671,2019-06-30,594,São Paulo,Masculino,61,3,623.9122,1,1,1,801.8087916666666,2019-10-23,7,0
2104,347672,2019-06-30,768,São Paulo,Masculino,42,5,0.0,3,0,0,252.86,2019-10-03,27,0
2105,347673,2019-06-30,492,São Paulo,Feminino,31,7,0.0,2,1,1,206.09766666666667,2019-10-13,17,0
2106,347674,2019-06-30,637,Minas Gerais,Feminino,55,1,1233.782,1,1,0,339.29995833333334,2019-09-03,57,1
2107,347675,2019-06-30,646,Rio de Janeiro,Feminino,42,3,998.3647,1,0,1,95.4565,2019-10-28,2,0
2108,347676,2019-06-30,593,Minas Gerais,Masculino,74,5,1614.3436,2,1,1,273.0507083333333,2019-10-10,20,0
2109,347677,2019-06-30,596,Rio de Janeiro,Masculino,41,5,0.0,2,0,1,587.7243750000002,2019-10-18,12,0
2110,347678,2019-06-30,722,Minas Gerais,Feminino,48,10,1383.1176,1,1,1,14.469291666666669,2019-07-19,103,1
2111,347679,2019-06-30,642,São Paulo,Masculino,25,7,0.0,2,1,0,425.3490833333333,2019-10-24,6,0
2112,347680,2019-06-30,472,Rio de Janeiro,Feminino,28,4,0.0,2,1,0,7.5073750000000015,2019-10-17,13,0
2113,347681,2019-06-30,738,Minas Gerais,Masculino,35,6,1017.4484,1,0,0,354.9393333333333,2019-10-09,21,0
2114,347682,2019-06-30,732,Rio de Janeiro,Masculino,33,8,0.0,1,1,0,499.51125,2019-10-30,0,0
2115,347683,2019-06-30,404,Minas Gerais,Feminino,54,4,1254.5607,1,1,0,348.81525,2019-07-18,104,1
2116,347684,2019-06-30,701,São Paulo,Masculino,44,7,0.0,2,1,0,97.60741666666668,2019-10-29,1,0
2117,347685,2019-06-30,683,São Paulo,Masculino,31,2,0.0,2,0,1,322.1949166666667,2019-10-07,23,0
2118,347686,2019-06-30,460,São Paulo,Feminino,27,7,0.0,2,1,0,650.6253333333333,2019-08-31,60,1
2119,347687,2019-06-30,690,São Paulo,Masculino,29,5,0.0,2,1,0,452.4082083333333,2019-10-17,13,0
2120,347688,2019-06-30,618,Minas Gerais,Feminino,54,4,1184.4921000000004,1,1,1,556.555375,2019-08-24,67,1
2121,347689,2019-06-30,671,São Paulo,Masculino,30,2,0.0,1,0,1,425.2410833333333,2019-10-10,20,0
2122,347690,2019-06-30,765,Rio de Janeiro,Feminino,32,9,1780.9554999999998,1,0,0,196.8648333333333,2019-10-06,24,0
2123,347691,2019-06-30,651,Minas Gerais,Feminino,25,2,1091.7514,2,1,0,477.36029166666674,2019-10-22,8,0
2124,347692,2019-06-30,704,São Paulo,Masculino,32,7,1277.8517,4,0,0,768.6029166666667,2019-08-17,74,1
2125,347693,2019-06-30,544,São Paulo,Feminino,45,6,0.0,2,0,1,630.8388749999998,2019-10-09,21,0
2126,347694,2019-06-30,790,São Paulo,Feminino,40,9,0.0,2,1,1,294.19625,2019-10-03,27,0
2127,347695,2019-06-30,710,Minas Gerais,Masculino,34,9,1342.6036,2,1,0,612.8111250000002,2019-10-13,17,0
2128,347696,2019-06-30,743,São Paulo,Masculino,37,8,691.4391,2,0,1,440.75075,2019-10-12,18,0
2129,347697,2019-06-30,702,São Paulo,Masculino,34,4,1000.5477,1,1,0,456.2352083333333,2019-10-01,29,0
2130,347698,2019-06-30,704,São Paulo,Feminino,45,6,0.0,1,1,1,573.9143750000002,2019-10-06,24,0
2131,347699,2019-06-30,614,São Paulo,Masculino,38,2,1162.4888,1,1,0,438.0871666666667,2019-10-17,13,0
2132,347700,2019-06-30,609,Rio de Janeiro,Feminino,43,6,860.5352,2,1,1,471.98525,2019-09-27,33,1
2133,347701,2019-06-30,688,São Paulo,Feminino,32,6,1231.5795,1,1,0,718.880125,2019-10-01,29,0
2134,347702,2019-06-30,713,São Paulo,Masculino,44,1,634.3891,1,1,0,268.2308333333333,2019-10-10,20,0
2135,347703,2019-06-30,736,Minas Gerais,Masculino,57,9,952.9539,1,1,0,118.47683333333332,2019-07-28,94,1
2136,347704,2019-06-30,727,São Paulo,Masculino,18,4,1335.5067,1,1,1,195.5892083333333,2019-10-04,26,0
2137,347705,2019-06-30,850,São Paulo,Feminino,38,1,1068.7181,2,1,0,122.220875,2019-10-14,16,0
2138,347706,2019-06-30,718,Rio de Janeiro,Masculino,45,3,1052.6632,2,1,1,807.1854583333335,2019-10-29,1,0
2139,347707,2019-06-30,643,São Paulo,Feminino,51,2,1052.2953,1,1,0,145.6989583333333,2019-07-03,119,1
2140,347708,2019-06-30,653,São Paulo,Masculino,41,8,1027.6842,1,1,0,231.9327083333333,2019-10-28,2,0
2141,347709,2019-06-30,674,São Paulo,Masculino,18,7,0.0,2,1,1,232.30466666666663,2019-08-09,82,1
2142,347710,2019-06-30,690,São Paulo,Masculino,35,6,1126.8995,1,1,0,737.3429583333333,2019-10-21,9,0
2143,347711,2019-06-30,819,São Paulo,Masculino,38,9,1223.3426,2,1,1,756.2810000000002,2019-10-02,28,0
2144,347712,2019-06-30,634,Rio de Janeiro,Masculino,34,1,0.0,2,1,0,258.314875,2019-10-11,19,0
2145,347713,2019-06-30,633,Rio de Janeiro,Masculino,33,4,1378.4741,2,1,0,409.78804166666674,2019-10-19,11,0
2146,347714,2019-06-30,850,São Paulo,Masculino,49,5,1224.8647,1,0,1,248.95079166666667,2019-10-23,7,0
2147,347715,2019-06-30,665,São Paulo,Masculino,33,2,1012.8611,1,1,1,666.0021250000002,2019-10-03,27,0
2148,347716,2019-06-30,630,Rio de Janeiro,Masculino,26,7,0.0,2,1,1,27.736,2019-10-19,11,0
2149,347717,2019-06-30,836,Rio de Janeiro,Masculino,57,4,1012.4706,1,1,0,154.75675,2019-09-30,30,0
2150,347718,2019-06-30,668,São Paulo,Masculino,38,10,869.7796000000002,1,0,1,154.56145833333332,2019-10-18,12,0
2151,347719,2019-06-30,753,São Paulo,Masculino,57,7,0.0,1,1,0,664.4794999999998,2019-07-05,117,1
