ClientId,DataExtracao,Score_Credito,Estado,Gênero,Idade,Tempo_Cliente,Limite_Credito_Mercado,Qte_Categorias,Usa_Cartao_Credito,Programa_Fidelidade,Sum_Pedidos_Acumulados,DataUltimaTransacao,DiasDesdeUltTransacao,Target,Cluster,TARGET
348413,2019-06-30,599,Minas Gerais,Masculino,45,10,1035.8305,1,1,0,550.5320416666666,2019-09-14,46,1,2,1
348414,2019-06-30,544,Minas Gerais,Masculino,39,4,1424.0643,2,1,0,610.989375,2019-10-21,9,0,3,0
348415,2019-06-30,529,Rio de Janeiro,Masculino,38,7,998.425,2,1,0,376.06691666666666,2019-08-04,87,1,3,1
348416,2019-06-30,850,São Paulo,Feminino,41,5,0.0,2,1,1,145.11429166666667,2019-10-05,25,0,1,0
348417,2019-06-30,497,São Paulo,Masculino,41,9,0.0,1,0,0,91.977,2019-10-17,13,0,3,0
348418,2019-06-30,764,São Paulo,Feminino,39,5,810.4241999999998,1,0,1,457.52154166666674,2019-10-16,14,0,1,0
348419,2019-06-30,603,São Paulo,Feminino,48,5,0.0,1,1,0,418.66083333333336,2019-07-26,96,1,0,1
348420,2019-06-30,609,São Paulo,Masculino,40,6,0.0,2,1,1,405.9014166666665,2019-10-18,12,0,3,0
348421,2019-06-30,487,São Paulo,Masculino,53,4,1996.8949,1,1,1,100.86608333333336,2019-08-20,71,1,0,1
348422,2019-06-30,748,São Paulo,Masculino,33,1,1426.4543,1,0,0,288.05275,2019-10-11,19,0,1,0
348423,2019-06-30,710,Rio de Janeiro,Feminino,75,5,0.0,2,1,1,39.070375,2019-10-23,7,0,0,0
348424,2019-06-30,432,Minas Gerais,Feminino,45,3,1102.1914,1,1,0,179.36124999999996,2019-07-27,95,1,3,1
348425,2019-06-30,534,Rio de Janeiro,Masculino,51,3,0.0,2,0,1,86.90129166666668,2019-10-29,1,0,0,0
348426,2019-06-30,607,São Paulo,Masculino,25,3,0.0,2,0,0,779.3696666666667,2019-10-30,0,0,3,0
348427,2019-06-30,551,Rio de Janeiro,Masculino,32,4,0.0,2,1,0,222.58554166666667,2019-10-27,3,0,3,0
348428,2019-06-30,674,São Paulo,Masculino,45,7,1420.7202,1,1,0,154.22204166666668,2019-10-01,29,0,2,0
348429,2019-06-30,525,São Paulo,Feminino,25,6,0.0,2,1,0,373.1943333333333,2019-10-16,14,0,3,0
348430,2019-06-30,645,Minas Gerais,Masculino,33,8,1495.6461,1,0,0,624.641,2019-10-27,3,0,2,0
348431,2019-06-30,755,São Paulo,Feminino,43,9,0.0,2,1,0,75.277875,2019-10-20,10,0,2,0
348432,2019-06-30,708,Minas Gerais,Masculino,37,8,1533.6613,1,1,1,112.13475,2019-10-06,24,0,2,0
348433,2019-06-30,715,São Paulo,Masculino,21,6,764.6716,1,1,1,722.9655,2019-10-17,13,0,2,0
348434,2019-06-30,727,São Paulo,Feminino,26,9,1215.0828,1,1,1,611.606,2019-10-20,10,0,2,0
348435,2019-06-30,559,Rio de Janeiro,Feminino,27,1,0.0,1,0,1,4.376375,2019-10-12,18,0,3,0
348436,2019-06-30,545,Rio de Janeiro,Masculino,36,8,732.1111999999998,2,1,0,373.28058333333325,2019-07-03,119,1,3,1
348437,2019-06-30,524,São Paulo,Masculino,22,9,0.0,2,1,0,310.02225,2019-10-24,6,0,3,0
348438,2019-06-30,707,São Paulo,Feminino,55,1,0.0,2,0,1,226.7061666666667,2019-10-16,14,0,0,0
348439,2019-06-30,671,Rio de Janeiro,Masculino,38,0,926.7494,2,1,0,15.198208333333335,2019-10-28,2,0,1,0
348440,2019-06-30,439,Rio de Janeiro,Masculino,52,3,961.9624,4,1,0,828.6438333333333,2019-07-08,114,1,3,1
348441,2019-06-30,667,Minas Gerais,Feminino,36,1,1143.9162,1,1,1,222.55225,2019-10-15,15,0,1,0
348442,2019-06-30,831,Minas Gerais,Masculino,32,9,802.6266,1,1,0,811.9490833333333,2019-10-05,25,0,2,0
348443,2019-06-30,545,Rio de Janeiro,Feminino,33,7,1733.3152,1,1,0,626.887,2019-10-01,29,0,3,0
348444,2019-06-30,604,Rio de Janeiro,Feminino,35,7,1472.8552,1,1,1,240.86270833333333,2019-10-18,12,0,2,0
348445,2019-06-30,657,Rio de Janeiro,Masculino,67,5,1197.8547,2,1,1,448.0596666666667,2019-10-06,24,0,0,0
348446,2019-06-30,487,Rio de Janeiro,Feminino,36,1,1401.3715,1,1,0,808.6388749999999,2019-10-20,10,0,3,0
348447,2019-06-30,750,Minas Gerais,Feminino,52,6,1074.6756,1,1,0,525.9715833333332,2019-07-11,111,1,0,1
348448,2019-06-30,694,Minas Gerais,Feminino,37,8,982.1804,2,1,0,759.81025,2019-07-20,102,1,2,1
348449,2019-06-30,711,Minas Gerais,Feminino,35,2,1336.0775,1,1,1,502.443,2019-10-25,5,0,1,0
348450,2019-06-30,551,São Paulo,Masculino,37,3,0.0,2,1,1,210.74333333333328,2019-10-15,15,0,3,0
348451,2019-06-30,559,São Paulo,Feminino,38,8,951.3941,1,1,1,360.7310833333333,2019-10-24,6,0,3,0
348452,2019-06-30,620,São Paulo,Feminino,29,3,0.0,2,0,1,639.1345,2019-10-13,17,0,1,0
348453,2019-06-30,660,Rio de Janeiro,Masculino,42,5,0.0,2,1,0,481.2899583333333,2019-10-28,2,0,2,0
348454,2019-06-30,449,São Paulo,Feminino,37,6,0.0,2,1,0,342.402,2019-10-05,25,0,3,0
348455,2019-06-30,703,Minas Gerais,Feminino,26,1,973.3119,1,1,0,265.4895416666667,2019-10-17,13,0,1,0
348456,2019-06-30,795,Minas Gerais,Masculino,37,2,1392.6563,2,1,1,828.1080833333333,2019-10-19,11,0,1,0
348457,2019-06-30,594,São Paulo,Feminino,31,9,0.0,1,0,1,23.829625,2019-10-15,15,0,2,0
348458,2019-06-30,586,Rio de Janeiro,Masculino,34,5,1680.9401,1,0,0,83.57754166666669,2019-10-16,14,0,3,0
348459,2019-06-30,613,Minas Gerais,Feminino,30,5,1315.6388,2,1,0,710.99575,2019-10-20,10,0,3,0
348460,2019-06-30,601,São Paulo,Masculino,44,3,0.0,2,1,0,127.529625,2019-10-19,11,0,3,0
348461,2019-06-30,657,São Paulo,Masculino,50,9,0.0,2,0,0,154.88108333333332,2019-10-07,23,0,2,0
348462,2019-06-30,531,São Paulo,Masculino,31,3,0.0,1,1,1,177.45554166666668,2019-10-04,26,0,3,0
348463,2019-06-30,621,Minas Gerais,Masculino,47,7,1073.6328999999996,1,1,1,278.33033333333333,2019-10-09,21,0,0,0
348464,2019-06-30,782,São Paulo,Feminino,33,2,944.9303,1,0,1,424.44329166666665,2019-10-09,21,0,1,0
348465,2019-06-30,528,Minas Gerais,Feminino,29,9,1702.1423000000002,2,1,0,205.35,2019-10-21,9,0,3,0
348466,2019-06-30,696,São Paulo,Masculino,52,6,1397.8106,1,1,0,114.35583333333334,2019-09-04,56,1,0,1
348467,2019-06-30,586,São Paulo,Feminino,35,7,0.0,2,1,0,294.83620833333333,2019-10-24,6,0,3,0
348468,2019-06-30,626,Rio de Janeiro,Feminino,26,8,1486.1041,3,0,1,435.42508333333336,2019-08-12,79,1,2,1
348469,2019-06-30,498,São Paulo,Masculino,73,2,1702.417,2,1,1,689.1998333333332,2019-10-03,27,0,0,0
348470,2019-06-30,691,São Paulo,Feminino,33,1,1283.0683,1,1,1,473.25329166666666,2019-10-10,20,0,1,0
348471,2019-06-30,568,São Paulo,Feminino,47,7,0.0,2,1,1,191.576625,2019-10-14,16,0,3,0
348472,2019-06-30,715,São Paulo,Feminino,35,3,0.0,1,1,1,633.3848333333333,2019-10-07,23,0,1,0
348473,2019-06-30,680,Minas Gerais,Masculino,32,7,1754.54,1,0,1,322.29133333333334,2019-10-09,21,0,2,0
348474,2019-06-30,802,Rio de Janeiro,Masculino,41,6,0.0,2,1,0,197.17520833333333,2019-10-22,8,0,2,0
348475,2019-06-30,539,São Paulo,Feminino,22,0,1008.8593,2,1,1,161.55270833333333,2019-10-17,13,0,3,0
348476,2019-06-30,494,São Paulo,Masculino,69,9,933.208,1,1,1,102.03933333333332,2019-10-12,18,0,0,0
348477,2019-06-30,594,Minas Gerais,Masculino,38,6,631.7644,2,1,1,60.27533333333334,2019-10-30,0,0,3,0
348478,2019-06-30,596,São Paulo,Masculino,33,2,1394.5167,1,0,0,263.0921666666667,2019-10-06,24,0,3,0
348479,2019-06-30,649,São Paulo,Feminino,52,8,491.1375,1,1,0,174.410125,2019-10-19,11,0,0,0
348480,2019-06-30,699,Minas Gerais,Masculino,32,1,1239.0622,3,1,1,531.0159166666667,2019-09-25,35,1,1,1
348481,2019-06-30,787,São Paulo,Feminino,40,6,0.0,2,1,1,350.63325,2019-10-07,23,0,2,0
348482,2019-06-30,604,São Paulo,Masculino,28,7,0.0,2,0,0,244.1485,2019-10-09,21,0,2,0
348483,2019-06-30,489,Minas Gerais,Feminino,52,1,1314.4151000000004,1,1,0,155.167125,2019-09-24,36,1,0,1
348484,2019-06-30,651,São Paulo,Masculino,56,2,0.0,1,1,0,477.1778333333333,2019-08-19,72,1,0,1
348485,2019-06-30,698,São Paulo,Masculino,57,6,1363.2548000000004,2,1,1,302.288625,2019-09-03,57,1,0,1
348486,2019-06-30,578,Minas Gerais,Feminino,38,4,1131.5044,2,1,0,736.3024583333333,2019-07-14,108,1,3,1
348487,2019-06-30,538,Rio de Janeiro,Feminino,42,9,0.0,1,0,0,636.8998333333333,2019-10-13,17,0,3,0
348488,2019-06-30,696,São Paulo,Feminino,33,4,0.0,2,1,1,305.7152083333333,2019-10-08,22,0,1,0
348489,2019-06-30,507,Minas Gerais,Feminino,46,8,1027.8516,1,1,1,293.01533333333333,2019-10-16,14,0,3,0
348490,2019-06-30,685,Rio de Janeiro,Masculino,34,6,832.6428,1,0,0,40.26366666666667,2019-10-16,14,0,2,0
348491,2019-06-30,705,Minas Gerais,Masculino,41,4,722.5264,2,1,1,593.8110833333333,2019-10-07,23,0,1,0
348492,2019-06-30,499,Minas Gerais,Feminino,29,6,1480.5151999999996,1,1,0,494.26641666666666,2019-10-10,20,0,3,0
348493,2019-06-30,717,São Paulo,Feminino,76,9,1384.8966,1,1,1,285.00058333333334,2019-10-13,17,0,0,0
348494,2019-06-30,510,São Paulo,Masculino,63,8,0.0,2,1,1,480.38275,2019-10-07,23,0,0,0
348495,2019-06-30,632,São Paulo,Masculino,32,6,1115.8933,1,1,1,709.9291249999997,2019-10-10,20,0,2,0
348496,2019-06-30,668,Minas Gerais,Feminino,39,0,1221.0479,1,1,0,470.611125,2019-08-21,70,1,1,1
348497,2019-06-30,744,Minas Gerais,Masculino,32,4,961.0683,1,1,1,332.5532083333333,2019-10-15,15,0,1,0
348498,2019-06-30,663,Minas Gerais,Masculino,42,7,1159.3087,1,1,0,82.76158333333333,2019-10-21,9,0,2,0
348499,2019-06-30,638,Minas Gerais,Feminino,37,7,1245.1366,2,1,0,660.8787083333334,2019-10-20,10,0,2,0
348500,2019-06-30,688,São Paulo,Feminino,54,9,0.0,1,1,0,796.7192916666667,2019-09-19,41,1,0,1
348501,2019-06-30,588,Rio de Janeiro,Masculino,46,8,0.0,1,1,0,258.0467083333333,2019-10-05,25,0,2,0
348502,2019-06-30,631,São Paulo,Masculino,33,7,0.0,1,1,1,241.84591666666665,2019-09-01,59,1,2,1
348503,2019-06-30,687,Rio de Janeiro,Masculino,35,8,1009.8839,2,1,0,92.69695833333334,2019-10-16,14,0,2,0
348504,2019-06-30,599,São Paulo,Masculino,44,10,1185.7724,1,1,1,131.0355,2019-10-19,11,0,2,0
348505,2019-06-30,718,Rio de Janeiro,Masculino,28,6,0.0,2,1,0,611.9827499999999,2019-10-07,23,0,2,0
348506,2019-06-30,730,São Paulo,Masculino,27,5,0.0,2,1,1,483.6747083333333,2019-10-18,12,0,1,0
348507,2019-06-30,533,São Paulo,Feminino,39,2,0.0,1,0,1,306.9580833333333,2019-08-30,61,1,3,1
348508,2019-06-30,711,Rio de Janeiro,Feminino,28,5,0.0,2,1,1,391.4998333333333,2019-10-18,12,0,1,0
348509,2019-06-30,555,Rio de Janeiro,Feminino,26,9,0.0,2,0,1,662.1584583333333,2019-10-27,3,0,2,0
348510,2019-06-30,850,São Paulo,Feminino,42,9,1133.1111,1,1,1,825.8072916666665,2019-10-02,28,0,2,0
348511,2019-06-30,678,São Paulo,Feminino,41,9,0.0,1,0,0,54.83345833333334,2019-10-17,13,0,2,0
348512,2019-06-30,576,São Paulo,Masculino,32,7,0.0,2,1,0,19.42045833333333,2019-10-19,11,0,3,0
348513,2019-06-30,835,Minas Gerais,Masculino,20,4,1243.6542,1,0,0,750.8239166666666,2019-09-20,40,1,1,1
348514,2019-06-30,592,São Paulo,Masculino,42,1,1472.4929000000004,2,1,1,262.59591666666665,2019-10-09,21,0,3,0
348515,2019-06-30,774,São Paulo,Masculino,36,7,1036.8819,1,0,1,495.71558333333326,2019-10-29,1,0,2,0
348516,2019-06-30,620,São Paulo,Feminino,29,1,1387.4024,2,0,0,644.5858749999999,2019-10-01,29,0,1,0
348517,2019-06-30,519,Rio de Janeiro,Masculino,39,4,1119.0014,1,1,1,406.5715416666666,2019-10-01,29,0,3,0
348518,2019-06-30,734,Rio de Janeiro,Feminino,37,0,1527.6024,1,1,1,204.12708333333333,2019-10-05,25,0,1,0
348519,2019-06-30,763,Minas Gerais,Masculino,31,7,1439.6629999999998,2,1,1,584.429,2019-09-09,51,1,2,1
348520,2019-06-30,733,São Paulo,Masculino,51,10,1415.5695999999996,1,1,0,542.456375,2019-10-07,23,0,2,0
348521,2019-06-30,650,São Paulo,Feminino,43,6,0.0,2,1,1,67.924625,2019-10-03,27,0,2,0
348522,2019-06-30,538,São Paulo,Feminino,33,5,0.0,2,1,0,529.0100416666667,2019-10-10,20,0,3,0
348523,2019-06-30,577,São Paulo,Feminino,46,1,0.0,1,1,1,661.4605416666666,2019-10-11,19,0,3,0
348524,2019-06-30,792,São Paulo,Masculino,30,8,0.0,2,1,0,831.8508333333333,2019-10-29,1,0,2,0
348525,2019-06-30,686,São Paulo,Feminino,41,10,0.0,1,1,1,601.1362916666667,2019-07-11,111,1,2,1
348526,2019-06-30,589,São Paulo,Masculino,29,2,0.0,2,0,1,409.6677916666666,2019-10-08,22,0,3,0
348527,2019-06-30,530,São Paulo,Masculino,25,9,1625.6032,1,1,0,267.2042916666667,2019-10-03,27,0,3,0
348528,2019-06-30,778,Minas Gerais,Feminino,29,7,1232.2946000000004,1,1,0,755.0878749999998,2019-10-08,22,0,2,0
348529,2019-06-30,616,Rio de Janeiro,Masculino,31,7,766.6571,2,1,1,682.5378333333333,2019-10-20,10,0,2,0
348530,2019-06-30,550,São Paulo,Masculino,38,9,1402.7899,3,1,1,714.4044166666667,2019-08-18,73,1,2,1
348531,2019-06-30,655,São Paulo,Feminino,51,3,0.0,2,0,1,65.83758333333334,2019-10-28,2,0,0,0
348532,2019-06-30,721,São Paulo,Masculino,46,1,1157.6432,2,0,0,428.961625,2019-10-12,18,0,1,0
348533,2019-06-30,499,Minas Gerais,Masculino,36,5,1311.4253,2,1,0,728.8269166666665,2019-10-29,1,0,3,0
348534,2019-06-30,511,São Paulo,Masculino,45,5,683.7527,1,1,0,804.834375,2019-07-13,109,1,3,1
348535,2019-06-30,579,Minas Gerais,Feminino,39,5,1178.333,3,0,0,24.29583333333333,2019-07-28,94,1,3,1
348536,2019-06-30,696,Rio de Janeiro,Feminino,36,7,0.0,2,1,1,342.9107916666666,2019-10-06,24,0,2,0
348537,2019-06-30,681,São Paulo,Masculino,34,7,0.0,2,0,0,544.5274583333332,2019-10-02,28,0,2,0
348538,2019-06-30,815,São Paulo,Masculino,45,7,0.0,1,0,1,220.355125,2019-09-12,48,1,2,1
348539,2019-06-30,681,Rio de Janeiro,Masculino,30,2,1110.9301,1,1,0,287.4416250000001,2019-10-30,0,0,1,0
348540,2019-06-30,641,Rio de Janeiro,Masculino,42,9,1326.5755,1,1,0,147.36329166666667,2019-10-14,16,0,2,0
348541,2019-06-30,591,São Paulo,Feminino,56,9,1288.8249,1,1,1,817.67475,2019-09-18,42,1,0,1
348542,2019-06-30,565,Minas Gerais,Masculino,59,9,691.2959,1,1,1,711.2730416666666,2019-10-12,18,0,0,0
348543,2019-06-30,487,São Paulo,Masculino,37,6,0.0,2,1,1,526.9892083333333,2019-10-20,10,0,3,0
348544,2019-06-30,729,São Paulo,Masculino,39,4,1214.0464,1,1,1,665.0757083333334,2019-10-06,24,0,1,0
348545,2019-06-30,505,Rio de Janeiro,Feminino,45,9,1313.553,3,1,0,814.1472083333333,2019-07-21,101,1,3,1
348546,2019-06-30,580,São Paulo,Feminino,35,1,1020.9733,1,0,1,701.1910416666667,2019-10-21,9,0,3,0
348547,2019-06-30,642,São Paulo,Masculino,40,1,1548.6315,1,1,1,575.2187916666667,2019-10-04,26,0,1,0
348548,2019-06-30,850,Rio de Janeiro,Feminino,41,3,999.4593,2,1,0,296.5804583333333,2019-10-09,21,0,1,0
348549,2019-06-30,616,Minas Gerais,Masculino,39,2,1217.0432,2,1,0,231.4845833333333,2019-10-06,24,0,1,0
348550,2019-06-30,526,Rio de Janeiro,Feminino,43,3,0.0,2,1,0,132.10495833333331,2019-10-13,17,0,3,0
348551,2019-06-30,523,Minas Gerais,Masculino,35,8,1387.8276,1,1,1,775.4955416666667,2019-10-09,21,0,3,0
348552,2019-06-30,663,São Paulo,Masculino,35,9,0.0,2,1,1,814.9178333333333,2019-10-13,17,0,2,0
348553,2019-06-30,840,São Paulo,Masculino,30,8,1362.9171,1,1,0,225.47241666666665,2019-10-16,14,0,2,0
348554,2019-06-30,570,Minas Gerais,Masculino,42,0,1078.5657,2,1,0,531.3701666666667,2019-10-27,3,0,3,0
348555,2019-06-30,676,Minas Gerais,Feminino,26,1,1083.4866,1,0,0,250.9655833333333,2019-08-29,62,1,1,1
348556,2019-06-30,689,São Paulo,Masculino,47,1,938.7195,3,1,0,653.6600833333333,2019-07-07,115,1,1,1
348557,2019-06-30,703,Rio de Janeiro,Feminino,45,1,0.0,1,1,0,761.6004583333333,2019-07-04,118,1,1,1
348558,2019-06-30,491,Minas Gerais,Masculino,19,2,1258.602,1,0,0,540.3770833333333,2019-10-26,4,0,3,0
348559,2019-06-30,584,São Paulo,Masculino,49,8,1727.1344,1,1,0,474.4200416666666,2019-10-10,20,0,0,0
348560,2019-06-30,810,São Paulo,Feminino,51,5,0.0,2,0,1,768.8530833333333,2019-10-30,0,0,0,0
348561,2019-06-30,745,Rio de Janeiro,Feminino,59,8,0.0,1,1,1,150.52075000000005,2019-10-10,20,0,0,0
348562,2019-06-30,625,São Paulo,Feminino,39,3,1307.8692,1,0,1,505.483625,2019-10-12,18,0,1,0
348563,2019-06-30,535,São Paulo,Feminino,29,2,1123.6734,1,1,0,773.4615000000003,2019-10-15,15,0,3,0
348564,2019-06-30,729,Rio de Janeiro,Feminino,45,7,910.9106,2,1,0,296.3880000000001,2019-10-01,29,0,2,0
348565,2019-06-30,655,São Paulo,Feminino,26,7,1061.985,1,0,1,133.41841666666667,2019-10-30,0,0,2,0
348566,2019-06-30,751,São Paulo,Masculino,47,5,1426.6993,2,1,0,678.1706666666666,2019-10-02,28,0,1,0
348567,2019-06-30,525,São Paulo,Masculino,33,1,1128.3335,1,0,1,729.9106666666668,2019-10-17,13,0,3,0
348568,2019-06-30,532,São Paulo,Feminino,40,5,0.0,2,0,1,737.9154583333333,2019-10-21,9,0,3,0
348569,2019-06-30,696,Rio de Janeiro,Feminino,43,4,0.0,2,1,1,276.6932083333333,2019-10-11,19,0,1,0
348570,2019-06-30,786,Minas Gerais,Feminino,32,2,1043.3643,2,0,0,248.165875,2019-10-20,10,0,1,0
348571,2019-06-30,580,São Paulo,Masculino,55,6,1043.0574,1,0,1,732.2925416666666,2019-10-16,14,0,0,0
348572,2019-06-30,596,Minas Gerais,Masculino,47,5,1401.871,2,1,1,726.2970833333333,2019-10-16,14,0,0,0
348573,2019-06-30,683,São Paulo,Masculino,39,4,0.0,2,1,0,715.4867083333335,2019-10-04,26,0,1,0
348574,2019-06-30,747,São Paulo,Feminino,45,1,1149.5911999999996,1,1,0,789.0099583333333,2019-07-01,121,1,1,1
348575,2019-06-30,602,São Paulo,Masculino,33,5,1647.0438,1,0,1,752.9837500000003,2019-07-18,104,1,3,1
348576,2019-06-30,779,São Paulo,Masculino,62,10,1190.9655,1,0,1,487.407875,2019-10-23,7,0,0,0
348577,2019-06-30,551,São Paulo,Masculino,31,1,0.0,2,1,1,771.2726666666665,2019-10-16,14,0,3,0
348578,2019-06-30,666,São Paulo,Masculino,47,2,0.0,1,1,0,146.02904166666667,2019-07-07,115,1,1,1
348579,2019-06-30,526,Rio de Janeiro,Masculino,30,8,0.0,1,1,0,151.04583333333332,2019-10-04,26,0,3,0
348580,2019-06-30,849,São Paulo,Feminino,41,9,1154.6528,1,1,0,429.89375,2019-10-11,19,0,2,0
348581,2019-06-30,471,São Paulo,Feminino,27,4,0.0,2,1,0,511.0087083333333,2019-10-03,27,0,3,0
348582,2019-06-30,628,Rio de Janeiro,Masculino,43,3,1849.2661,1,1,0,512.239875,2019-10-10,20,0,1,0
348583,2019-06-30,674,Minas Gerais,Masculino,43,8,859.5788,2,1,0,36.489125,2019-10-24,6,0,2,0
348584,2019-06-30,797,São Paulo,Masculino,32,10,1140.846,1,0,1,524.092875,2019-10-06,24,0,2,0
348585,2019-06-30,590,Rio de Janeiro,Feminino,29,2,1669.3076,2,1,0,510.36554166666673,2019-10-04,26,0,3,0
348586,2019-06-30,588,São Paulo,Feminino,27,8,0.0,1,1,0,83.60991666666669,2019-10-28,2,0,2,0
348587,2019-06-30,577,São Paulo,Masculino,29,7,0.0,2,1,1,231.138125,2019-10-04,26,0,3,0
348588,2019-06-30,571,São Paulo,Feminino,38,6,1071.9382,2,0,0,162.34558333333334,2019-10-20,10,0,3,0
348589,2019-06-30,680,São Paulo,Masculino,36,3,1162.7512,1,1,1,265.81583333333333,2019-10-28,2,0,1,0
348590,2019-06-30,648,Rio de Janeiro,Feminino,27,7,0.0,2,1,1,679.4184583333333,2019-10-12,18,0,2,0
348591,2019-06-30,618,São Paulo,Masculino,39,2,910.6856,1,1,0,110.74454166666666,2019-10-03,27,0,1,0
348592,2019-06-30,648,Minas Gerais,Masculino,41,5,1230.4921000000004,1,0,1,21.1115,2019-10-07,23,0,1,0
348593,2019-06-30,759,São Paulo,Feminino,39,6,0.0,2,1,1,585.4069583333334,2019-10-18,12,0,2,0
348594,2019-06-30,585,São Paulo,Masculino,40,7,0.0,2,0,0,608.9874166666667,2019-10-23,7,0,3,0
348595,2019-06-30,774,São Paulo,Feminino,42,3,1377.8165,1,0,0,830.484125,2019-10-25,5,0,1,0
348596,2019-06-30,697,Minas Gerais,Feminino,48,2,1081.2896,2,1,1,433.10154166666666,2019-10-08,22,0,0,0
348597,2019-06-30,605,Rio de Janeiro,Masculino,39,10,1053.1773,2,1,0,575.0889999999997,2019-10-30,0,0,2,0
348598,2019-06-30,676,São Paulo,Masculino,20,1,805.6972999999998,1,0,0,285.92491666666666,2019-10-01,29,0,1,0
348599,2019-06-30,678,São Paulo,Feminino,22,4,1748.5289000000002,1,1,1,117.28775,2019-10-29,1,0,1,0
348600,2019-06-30,495,Rio de Janeiro,Feminino,45,3,891.5894000000002,3,1,0,563.2073333333334,2019-09-03,57,1,3,1
348601,2019-06-30,787,São Paulo,Feminino,85,10,0.0,2,1,1,485.5748333333333,2019-10-17,13,0,0,0
348602,2019-06-30,770,São Paulo,Masculino,36,2,898.0014,1,1,1,441.34454166666666,2019-10-08,22,0,1,0
348603,2019-06-30,817,Minas Gerais,Masculino,45,9,1012.0775,1,0,0,367.5463333333333,2019-07-28,94,1,2,1
348604,2019-06-30,659,São Paulo,Masculino,43,1,1060.8642,2,1,0,112.08595833333334,2019-10-26,4,0,1,0
348605,2019-06-30,693,São Paulo,Masculino,21,1,0.0,2,1,1,14.558416666666668,2019-10-22,8,0,1,0
348606,2019-06-30,744,São Paulo,Masculino,47,9,0.0,2,1,0,471.5132083333333,2019-10-12,18,0,2,0
348607,2019-06-30,829,Rio de Janeiro,Feminino,26,8,1014.4036,2,1,1,80.51875,2019-10-26,4,0,2,0
348608,2019-06-30,716,São Paulo,Masculino,38,4,0.0,2,1,0,790.3279166666667,2019-10-20,10,0,1,0
348609,2019-06-30,671,São Paulo,Masculino,34,7,1066.0374000000004,2,1,1,109.94879166666666,2019-10-14,16,0,2,0
348610,2019-06-30,835,Minas Gerais,Feminino,29,10,1304.202,2,0,0,442.8189583333333,2019-10-25,5,0,2,0
348611,2019-06-30,636,São Paulo,Feminino,38,1,0.0,1,1,0,187.5640833333333,2019-10-25,5,0,1,0
348612,2019-06-30,649,Rio de Janeiro,Masculino,29,2,450.2223,1,1,1,722.8990416666667,2019-10-17,13,0,1,0
348613,2019-06-30,621,Minas Gerais,Masculino,27,1,742.9843,1,1,1,219.0915,2019-10-04,26,0,1,0
348614,2019-06-30,658,Minas Gerais,Feminino,31,3,1330.0303,1,0,1,609.7469583333333,2019-09-25,35,1,1,1
348615,2019-06-30,784,Rio de Janeiro,Masculino,48,7,0.0,2,1,1,760.874875,2019-10-16,14,0,2,0
348616,2019-06-30,783,Rio de Janeiro,Feminino,37,1,1366.8966,1,1,0,824.5443750000002,2019-10-24,6,0,1,0
348617,2019-06-30,615,São Paulo,Masculino,32,4,0.0,2,1,1,25.940125,2019-10-27,3,0,3,0
348618,2019-06-30,791,São Paulo,Feminino,44,5,0.0,2,1,1,516.5744166666666,2019-08-25,66,1,1,1
348619,2019-06-30,762,São Paulo,Masculino,53,1,1025.2037,1,1,1,709.1474999999997,2019-10-04,26,0,0,0
348620,2019-06-30,607,São Paulo,Masculino,35,2,0.0,2,1,1,475.79291666666666,2019-10-18,12,0,1,0
348621,2019-06-30,601,São Paulo,Feminino,34,5,0.0,2,1,0,112.59404166666666,2019-10-05,25,0,3,0
348622,2019-06-30,540,Rio de Janeiro,Masculino,67,1,883.8200999999998,1,0,1,247.7375,2019-10-05,25,0,0,0
348623,2019-06-30,812,São Paulo,Masculino,44,4,1150.4915,2,1,0,687.6600416666668,2019-10-03,27,0,1,0
348624,2019-06-30,685,São Paulo,Masculino,58,1,1047.9654,1,1,1,642.4225416666667,2019-10-22,8,0,0,0
348625,2019-06-30,680,São Paulo,Masculino,33,1,1230.8208,1,1,0,562.3374166666667,2019-10-04,26,0,1,0
348626,2019-06-30,680,Rio de Janeiro,Feminino,58,8,0.0,2,1,1,273.78541666666666,2019-10-19,11,0,0,0
348627,2019-06-30,631,São Paulo,Feminino,33,8,0.0,2,0,0,489.05925,2019-10-05,25,0,2,0
348628,2019-06-30,569,São Paulo,Feminino,43,7,0.0,2,1,1,323.7632916666667,2019-10-27,3,0,3,0
348629,2019-06-30,584,Minas Gerais,Masculino,33,3,883.1148,2,1,1,740.2140833333334,2019-10-17,13,0,3,0
348630,2019-06-30,582,São Paulo,Feminino,40,9,0.0,3,1,1,253.976875,2019-10-12,18,0,2,0
348631,2019-06-30,609,São Paulo,Masculino,32,7,718.7219,1,1,1,633.0204166666666,2019-10-01,29,0,2,0
348632,2019-06-30,506,Rio de Janeiro,Masculino,35,6,1100.4693,2,1,0,109.661375,2019-10-29,1,0,3,0
348633,2019-06-30,503,São Paulo,Masculino,42,8,1044.3008,1,1,1,614.8237916666667,2019-10-20,10,0,3,0
348634,2019-06-30,503,São Paulo,Feminino,28,5,0.0,2,1,0,524.6590416666667,2019-10-12,18,0,3,0
348635,2019-06-30,806,Minas Gerais,Masculino,31,10,1386.5351,1,1,0,795.0140416666666,2019-10-16,14,0,2,0
348636,2019-06-30,653,São Paulo,Feminino,31,7,1025.7504,1,1,1,46.01475,2019-10-24,6,0,2,0
