"ClientId","DataExtracao","Score_Credito","Estado","Gênero","Idade","Tempo_Cliente","Limite_Credito_Mercado","Qte_Categorias","Usa_Cartao_Credito","Programa_Fidelidade","Sum_Pedidos_Acumulados","ClientId","DataUltimaTransacao"
347882,2019-06-30,561,Rio de Janeiro,Feminino,28,3,0.0,2,1,0,797.4490000000003,347882,2019-10-07
347883,2019-06-30,662,São Paulo,Feminino,37,6,0.0,2,1,0,213.454875,347883,2019-10-11
347884,2019-06-30,649,Minas Gerais,Feminino,50,5,1553.9332000000004,1,1,1,363.96425,347884,2019-09-26
347885,2019-06-30,630,São Paulo,Feminino,36,2,1104.1448,1,1,1,204.10395833333328,347885,2019-10-03
347886,2019-06-30,672,Rio de Janeiro,Masculino,33,2,0.0,2,1,1,761.4083333333333,347886,2019-10-26
347887,2019-06-30,636,Minas Gerais,Feminino,37,9,1570.9851999999996,1,1,1,639.7302916666666,347887,2019-10-11
347888,2019-06-30,593,Minas Gerais,Feminino,38,5,856.2660000000002,1,1,1,521.1652083333332,347888,2019-10-08
347889,2019-06-30,545,Minas Gerais,Masculino,45,6,937.9642,2,1,1,676.3385833333333,347889,2019-10-25
347890,2019-06-30,567,Rio de Janeiro,Feminino,41,1,0.0,2,1,0,14.228,347890,2019-10-22
347891,2019-06-30,583,São Paulo,Masculino,51,6,1252.6803,2,1,0,687.8427083333332,347891,2019-10-16
347892,2019-06-30,681,São Paulo,Feminino,29,2,1481.4384,1,1,1,216.75579166666665,347892,2019-10-10
347893,2019-06-30,762,Rio de Janeiro,Masculino,29,10,1155.4533,2,1,0,617.7351249999998,347893,2019-10-26
347894,2019-06-30,648,Rio de Janeiro,Masculino,35,7,0.0,2,0,0,512.0792083333333,347894,2019-10-29
347895,2019-06-30,644,São Paulo,Masculino,30,5,449.2888,1,1,1,44.88108333333333,347895,2019-10-02
347896,2019-06-30,706,Rio de Janeiro,Masculino,29,2,0.0,2,1,1,76.06462499999998,347896,2019-10-26
347897,2019-06-30,850,São Paulo,Masculino,35,3,1624.4235,1,1,0,764.8615833333333,347897,2019-10-04
347898,2019-06-30,484,Rio de Janeiro,Feminino,39,5,0.0,2,1,1,730.1005,347898,2019-10-19
347899,2019-06-30,508,Minas Gerais,Masculino,28,0,962.1382,2,1,0,616.3064999999998,347899,2019-10-12
347900,2019-06-30,439,São Paulo,Feminino,29,6,1565.6943,1,1,0,752.4944166666667,347900,2019-10-26
347901,2019-06-30,484,Rio de Janeiro,Masculino,36,8,0.0,2,1,0,775.5686666666667,347901,2019-10-19
347902,2019-06-30,803,Rio de Janeiro,Feminino,37,1,0.0,2,0,0,31.06333333333333,347902,2019-10-18
347903,2019-06-30,724,Minas Gerais,Feminino,48,6,1104.6325,2,1,1,335.6337916666667,347903,2019-09-19
347904,2019-06-30,640,São Paulo,Masculino,33,7,1545.7576,1,1,0,107.17616666666665,347904,2019-09-14
347905,2019-06-30,701,Rio de Janeiro,Feminino,35,9,0.0,2,0,0,712.4869166666666,347905,2019-10-17
347906,2019-06-30,537,São Paulo,Masculino,37,3,0.0,2,1,1,85.84716666666667,347906,2019-10-06
347907,2019-06-30,651,Minas Gerais,Masculino,26,5,1470.3732,1,0,0,590.6802500000002,347907,2019-10-18
347908,2019-06-30,523,Minas Gerais,Masculino,41,0,1192.7631,1,0,0,509.51825,347908,2019-08-16
347909,2019-06-30,717,São Paulo,Feminino,25,7,1086.6485,2,1,0,791.7160416666667,347909,2019-10-13
347910,2019-06-30,593,Rio de Janeiro,Masculino,44,5,0.0,1,1,0,533.5290833333332,347910,2019-10-11
347911,2019-06-30,706,Minas Gerais,Masculino,38,5,1630.3482,2,1,1,565.2590416666667,347911,2019-10-11
347912,2019-06-30,714,Minas Gerais,Feminino,49,4,930.5934,1,1,0,31.54795833333333,347912,2019-08-07
347913,2019-06-30,794,Rio de Janeiro,Masculino,38,9,1795.8131,1,1,0,98.31766666666668,347913,2019-10-05
347914,2019-06-30,518,Minas Gerais,Masculino,46,4,1136.2593,1,0,0,386.36425,347914,2019-07-29
347915,2019-06-30,589,Minas Gerais,Masculino,55,7,1199.6148,1,1,0,271.48679166666665,347915,2019-09-21
347916,2019-06-30,824,São Paulo,Masculino,45,3,1292.0948,1,0,0,250.632375,347916,2019-10-29
347917,2019-06-30,719,Minas Gerais,Feminino,42,5,1372.2704,3,1,0,621.2390833333334,347917,2019-07-14
347918,2019-06-30,617,Minas Gerais,Feminino,58,3,1190.2475,2,1,0,146.6635,347918,2019-08-17
347919,2019-06-30,651,São Paulo,Masculino,35,7,746.235,3,1,0,539.380375,347919,2019-09-21
347920,2019-06-30,637,Rio de Janeiro,Feminino,45,2,1579.2945000000002,1,1,1,604.7270416666668,347920,2019-08-09
347921,2019-06-30,554,São Paulo,Feminino,26,7,926.0686,2,1,0,802.9570416666667,347921,2019-10-18
347922,2019-06-30,731,Minas Gerais,Masculino,35,2,1278.6292999999996,2,1,0,579.5154166666667,347922,2019-10-19
347923,2019-06-30,569,Rio de Janeiro,Feminino,42,1,0.0,1,1,1,348.4566666666667,347923,2019-07-26
347924,2019-06-30,625,Minas Gerais,Feminino,37,4,1427.1181,1,1,0,148.43920833333334,347924,2019-10-04
347925,2019-06-30,592,São Paulo,Feminino,38,4,0.0,2,1,0,147.2456666666667,347925,2019-10-10
347926,2019-06-30,669,São Paulo,Masculino,43,1,1631.5985,1,0,1,65.01166666666667,347926,2019-10-08
347927,2019-06-30,663,Minas Gerais,Masculino,32,3,1085.8686,1,1,1,759.813375,347927,2019-10-10
347928,2019-06-30,518,Minas Gerais,Feminino,41,5,1106.2499,1,1,0,372.198625,347928,2019-10-29
347929,2019-06-30,686,Minas Gerais,Feminino,43,5,1548.4624,2,1,1,632.9316666666667,347929,2019-10-02
347930,2019-06-30,709,Minas Gerais,Masculino,45,4,1229.1771,1,1,1,0.04825,347930,2019-09-13
347931,2019-06-30,571,São Paulo,Feminino,33,9,0.0,2,0,1,322.9984166666666,347931,2019-10-13
347932,2019-06-30,707,São Paulo,Feminino,31,2,827.8793,2,0,0,380.9320416666667,347932,2019-10-11
347933,2019-06-30,701,Minas Gerais,Masculino,32,5,1025.0034,1,0,0,442.8657083333334,347933,2019-10-30
347934,2019-06-30,672,São Paulo,Masculino,34,9,0.0,2,1,0,674.1698749999998,347934,2019-10-29
347935,2019-06-30,620,Minas Gerais,Masculino,39,9,1594.9279,1,1,0,335.75975,347935,2019-09-07
347936,2019-06-30,557,Rio de Janeiro,Masculino,48,10,0.0,2,1,1,771.2270000000002,347936,2019-10-16
347937,2019-06-30,648,Rio de Janeiro,Feminino,54,7,1182.4102,1,1,0,719.1120416666668,347937,2019-07-02
347938,2019-06-30,479,São Paulo,Feminino,35,2,1130.904,1,1,0,815.2074583333334,347938,2019-10-02
347939,2019-06-30,730,São Paulo,Feminino,22,9,657.6357,1,1,1,607.4667083333334,347939,2019-10-19
347940,2019-06-30,737,Minas Gerais,Feminino,43,1,1255.3738,1,1,0,577.1250416666667,347940,2019-08-11
347941,2019-06-30,616,São Paulo,Masculino,31,3,942.6391,2,1,0,703.7294166666667,347941,2019-10-18
347942,2019-06-30,639,Rio de Janeiro,Masculino,29,4,1334.3457,2,1,0,408.2643333333333,347942,2019-10-02
347943,2019-06-30,815,Rio de Janeiro,Feminino,39,6,0.0,1,1,1,354.86616666666674,347943,2019-10-09
347944,2019-06-30,786,Rio de Janeiro,Masculino,31,9,0.0,2,1,1,75.8765,347944,2019-10-09
347945,2019-06-30,549,São Paulo,Masculino,50,9,947.4876,2,0,1,56.700750000000006,347945,2019-10-05
347946,2019-06-30,622,São Paulo,Feminino,38,4,986.4074,1,1,1,460.241625,347946,2019-10-20
347947,2019-06-30,624,São Paulo,Masculino,26,9,746.819,2,0,0,130.130625,347947,2019-10-24
347948,2019-06-30,841,São Paulo,Masculino,34,4,0.0,2,1,0,589.9277500000002,347948,2019-10-27
347949,2019-06-30,614,Rio de Janeiro,Feminino,41,7,1799.1585,1,0,0,61.10979166666667,347949,2019-07-05
347950,2019-06-30,676,São Paulo,Masculino,30,1,1282.0723,1,1,1,230.83404166666665,347950,2019-10-14
347951,2019-06-30,697,São Paulo,Masculino,42,9,1327.3926,2,0,0,727.7818749999997,347951,2019-10-13
347952,2019-06-30,732,São Paulo,Feminino,40,10,0.0,2,1,0,642.4544999999998,347952,2019-10-08
347953,2019-06-30,623,São Paulo,Masculino,27,4,1205.0981,1,0,0,592.3768333333333,347953,2019-10-16
347954,2019-06-30,541,São Paulo,Masculino,46,4,1245.4713000000004,2,1,0,393.7460833333333,347954,2019-10-16
347955,2019-06-30,773,Rio de Janeiro,Feminino,39,4,0.0,2,0,1,758.6727083333334,347955,2019-10-17
347956,2019-06-30,762,Minas Gerais,Masculino,34,4,888.1555999999998,2,1,0,285.67608333333334,347956,2019-07-24
347957,2019-06-30,655,Rio de Janeiro,Feminino,35,1,822.3150999999998,2,1,0,369.99175,347957,2019-10-16
347958,2019-06-30,602,Minas Gerais,Masculino,32,7,1847.1586,2,1,0,474.091625,347958,2019-10-16
347959,2019-06-30,850,São Paulo,Masculino,31,3,0.0,2,1,0,507.778625,347959,2019-10-27
347960,2019-06-30,649,Rio de Janeiro,Masculino,51,4,0.0,1,1,1,626.627375,347960,2019-10-21
347961,2019-06-30,850,Minas Gerais,Masculino,28,4,1479.7219,1,1,0,252.95300000000003,347961,2019-09-07
347962,2019-06-30,543,São Paulo,Masculino,43,9,0.0,2,1,1,328.57529166666666,347962,2019-10-10
347963,2019-06-30,672,São Paulo,Masculino,52,8,1700.0884,1,0,0,235.03091666666663,347963,2019-08-26
347964,2019-06-30,600,São Paulo,Feminino,27,3,0.0,2,0,1,523.7457083333334,347964,2019-10-15
347965,2019-06-30,671,Rio de Janeiro,Feminino,34,10,0.0,1,1,0,96.81408333333336,347965,2019-10-17
347966,2019-06-30,706,Rio de Janeiro,Feminino,42,8,953.8682,1,1,1,315.55104166666666,347966,2019-10-02
347967,2019-06-30,541,Minas Gerais,Masculino,51,7,903.7328,2,1,0,749.424125,347967,2019-10-03
347968,2019-06-30,711,Minas Gerais,Masculino,34,4,1334.6777,2,1,1,179.06933333333333,347968,2019-10-27
347969,2019-06-30,630,Rio de Janeiro,Masculino,30,3,0.0,2,0,1,43.69454166666667,347969,2019-10-26
347970,2019-06-30,531,São Paulo,Masculino,31,3,962.8826,1,1,0,236.6447083333333,347970,2019-10-20
347971,2019-06-30,641,São Paulo,Feminino,26,4,915.4784,2,0,1,117.32225,347971,2019-10-04
347972,2019-06-30,631,Minas Gerais,Masculino,37,8,1382.9264,2,0,0,635.0954583333332,347972,2019-08-03
347973,2019-06-30,685,São Paulo,Masculino,35,9,0.0,1,1,0,695.9742916666668,347973,2019-10-12
347974,2019-06-30,702,Rio de Janeiro,Masculino,32,8,716.6774,1,1,1,525.3424166666666,347974,2019-10-04
347975,2019-06-30,708,Minas Gerais,Feminino,43,0,1189.9484,1,1,0,756.2490416666667,347975,2019-08-24
347976,2019-06-30,653,Rio de Janeiro,Masculino,55,7,0.0,2,1,1,174.862625,347976,2019-10-04
347977,2019-06-30,654,Minas Gerais,Masculino,37,2,1456.1007,2,0,0,776.2524583333333,347977,2019-10-18
347978,2019-06-30,596,São Paulo,Feminino,33,1,1381.6281,1,1,0,355.8855833333333,347978,2019-10-12
347979,2019-06-30,549,Minas Gerais,Feminino,31,9,1350.2021,2,1,1,97.26325,347979,2019-10-21
347980,2019-06-30,754,São Paulo,Masculino,38,2,0.0,2,1,0,752.9096666666667,347980,2019-10-24
347981,2019-06-30,815,Minas Gerais,Feminino,25,8,1351.6167,1,1,1,566.9627083333332,347981,2019-10-06
347982,2019-06-30,556,São Paulo,Feminino,52,9,0.0,1,1,0,729.7883333333334,347982,2019-08-21
347983,2019-06-30,706,São Paulo,Masculino,32,6,944.8647,1,1,1,612.2905833333333,347983,2019-10-03
347984,2019-06-30,850,São Paulo,Masculino,46,9,1176.4039,1,1,0,370.5028333333333,347984,2019-10-02
347985,2019-06-30,732,Rio de Janeiro,Feminino,33,8,1113.7955,1,1,1,187.91091666666668,347985,2019-10-30
347986,2019-06-30,614,São Paulo,Masculino,40,6,0.0,1,1,1,84.749125,347986,2019-09-05
347987,2019-06-30,580,Rio de Janeiro,Feminino,57,0,1368.2098999999996,1,0,1,452.20308333333327,347987,2019-10-01
347988,2019-06-30,593,São Paulo,Feminino,46,7,987.5251,1,1,0,606.5015833333333,347988,2019-10-07
347989,2019-06-30,653,Minas Gerais,Feminino,25,2,1582.6642000000004,3,1,1,830.6551666666667,347989,2019-10-13
347990,2019-06-30,746,São Paulo,Feminino,29,4,1055.9967,1,1,1,179.60904166666668,347990,2019-10-03
347991,2019-06-30,662,São Paulo,Feminino,29,10,0.0,2,1,0,572.9512916666667,347991,2019-10-02
347992,2019-06-30,573,São Paulo,Masculino,31,2,0.0,2,1,1,383.1557916666666,347992,2019-10-10
347993,2019-06-30,684,Rio de Janeiro,Feminino,39,4,1397.239,1,1,1,502.55045833333327,347993,2019-10-14
347994,2019-06-30,793,São Paulo,Feminino,41,3,1418.0646,1,1,0,428.8382083333333,347994,2019-10-28
347995,2019-06-30,798,Minas Gerais,Feminino,49,5,1325.7167000000004,1,1,1,132.026375,347995,2019-09-14
347996,2019-06-30,524,São Paulo,Masculino,40,2,1805.169,1,1,0,750.0100833333332,347996,2019-10-16
347997,2019-06-30,816,São Paulo,Masculino,31,8,0.0,2,1,1,118.36416666666666,347997,2019-10-23
347998,2019-06-30,742,Minas Gerais,Feminino,41,4,928.0572,1,0,1,307.26645833333333,347998,2019-07-29
347999,2019-06-30,540,São Paulo,Masculino,22,4,0.0,3,1,1,775.9719166666667,347999,2019-07-15
348000,2019-06-30,537,Minas Gerais,Masculino,39,3,1353.0936,1,1,0,132.20358333333334,348000,2019-09-26
348001,2019-06-30,759,Rio de Janeiro,Feminino,74,6,1289.1784,1,1,1,201.0193333333333,348001,2019-10-13
348002,2019-06-30,774,São Paulo,Feminino,52,2,565.8093,1,1,0,471.9428333333333,348002,2019-07-23
348003,2019-06-30,608,Minas Gerais,Masculino,42,8,1313.9075,2,1,0,296.575375,348003,2019-10-26
348004,2019-06-30,704,Rio de Janeiro,Masculino,37,4,0.0,2,0,0,107.02054166666667,348004,2019-10-28
348005,2019-06-30,581,São Paulo,Masculino,41,8,0.0,2,0,0,123.90475,348005,2019-10-13
348006,2019-06-30,628,Minas Gerais,Feminino,61,1,973.6166,1,1,1,624.6765833333334,348006,2019-07-12
348007,2019-06-30,566,São Paulo,Feminino,42,6,0.0,1,1,0,752.9255,348007,2019-07-22
348008,2019-06-30,701,Rio de Janeiro,Masculino,59,7,0.0,2,0,1,114.98995833333332,348008,2019-10-29
348009,2019-06-30,735,Rio de Janeiro,Masculino,29,10,0.0,2,1,1,395.938625,348009,2019-10-27
348010,2019-06-30,680,São Paulo,Feminino,34,1,0.0,2,1,0,695.9794583333332,348010,2019-10-25
348011,2019-06-30,560,São Paulo,Masculino,57,0,0.0,2,0,1,486.59045833333334,348011,2019-10-17
348012,2019-06-30,663,Minas Gerais,Feminino,29,4,1027.1464999999996,2,0,0,88.21170833333333,348012,2019-10-10
348013,2019-06-30,665,São Paulo,Feminino,34,5,678.1672,1,1,1,123.50658333333334,348013,2019-10-28
348014,2019-06-30,758,São Paulo,Masculino,51,8,817.1046000000001,1,1,1,485.5002916666667,348014,2019-10-14
348015,2019-06-30,621,São Paulo,Masculino,26,2,752.3753999999999,1,0,1,184.2516666666667,348015,2019-10-30
348016,2019-06-30,764,Minas Gerais,Masculino,28,10,1240.2318,1,1,0,692.4511666666666,348016,2019-10-04
348017,2019-06-30,537,Minas Gerais,Feminino,46,5,1007.275,1,0,1,586.9073333333333,348017,2019-07-16
348018,2019-06-30,589,São Paulo,Feminino,46,10,1072.3885,2,1,0,154.26783333333333,348018,2019-10-03
348019,2019-06-30,555,São Paulo,Masculino,24,5,0.0,2,1,0,114.63945833333337,348019,2019-10-26
348020,2019-06-30,734,São Paulo,Feminino,29,0,1399.9466,1,1,0,73.93633333333331,348020,2019-10-24
348021,2019-06-30,783,Rio de Janeiro,Feminino,59,9,1262.2487,1,1,1,18.431791666666665,348021,2019-10-18
348022,2019-06-30,678,Minas Gerais,Feminino,51,1,1457.5103,1,0,0,457.16016666666667,348022,2019-07-24
348023,2019-06-30,661,São Paulo,Masculino,47,5,0.0,1,0,1,446.847125,348023,2019-09-06
348024,2019-06-30,607,Rio de Janeiro,Feminino,25,4,1211.6689,1,0,1,480.3676666666667,348024,2019-10-10
348025,2019-06-30,537,Rio de Janeiro,Feminino,38,1,0.0,2,0,1,171.80820833333337,348025,2019-10-15
348026,2019-06-30,513,Rio de Janeiro,Masculino,88,10,0.0,2,1,1,220.63433333333327,348026,2019-10-01
348027,2019-06-30,576,São Paulo,Masculino,63,9,706.5548,1,0,0,328.98250000000013,348027,2019-08-02
348028,2019-06-30,660,Minas Gerais,Masculino,41,1,1299.0121,1,1,0,108.44,348028,2019-08-10
348029,2019-06-30,637,São Paulo,Masculino,40,8,1254.7081,1,1,1,727.2340416666667,348029,2019-10-04
348030,2019-06-30,672,São Paulo,Feminino,53,9,1694.0632999999998,4,1,1,613.7977916666667,348030,2019-07-15
348031,2019-06-30,629,São Paulo,Masculino,32,2,0.0,2,0,1,324.856,348031,2019-10-12
348032,2019-06-30,583,Minas Gerais,Masculino,40,4,1070.413,1,1,1,23.481791666666666,348032,2019-10-18
348033,2019-06-30,763,Rio de Janeiro,Feminino,32,10,951.5377,1,0,1,338.7920833333334,348033,2019-10-05
348034,2019-06-30,516,Minas Gerais,Masculino,32,3,1451.6609,2,0,0,464.25604166666665,348034,2019-10-18
348035,2019-06-30,617,São Paulo,Feminino,27,4,0.0,2,0,0,792.788375,348035,2019-10-04
348036,2019-06-30,700,São Paulo,Masculino,38,9,659.6263,1,1,1,420.62700000000007,348036,2019-10-27
348037,2019-06-30,727,Minas Gerais,Masculino,36,6,1404.1881,1,1,1,470.973875,348037,2019-09-01
348038,2019-06-30,689,Rio de Janeiro,Feminino,31,3,1397.9963,1,0,1,502.764875,348038,2019-10-26
348039,2019-06-30,626,Minas Gerais,Masculino,49,9,1717.8784,2,1,0,779.967625,348039,2019-10-12
348040,2019-06-30,686,São Paulo,Masculino,38,6,1492.3897,1,1,1,407.605125,348040,2019-10-25
348041,2019-06-30,351,Minas Gerais,Feminino,57,4,1631.4646,1,1,0,706.7570416666665,348041,2019-09-28
348042,2019-06-30,739,São Paulo,Feminino,37,8,0.0,2,1,0,798.1545833333333,348042,2019-09-09
348043,2019-06-30,627,São Paulo,Masculino,32,10,0.0,2,1,0,430.3650833333333,348043,2019-10-14
348044,2019-06-30,451,Minas Gerais,Feminino,38,9,614.8247,1,1,1,698.07775,348044,2019-10-10
348045,2019-06-30,512,São Paulo,Feminino,41,8,1451.5028,1,1,0,270.28883333333334,348045,2019-08-18
348046,2019-06-30,774,São Paulo,Feminino,41,5,1266.7037,1,1,0,426.77525,348046,2019-10-07
348047,2019-06-30,652,São Paulo,Feminino,40,8,843.908,2,0,1,449.4841666666666,348047,2019-10-27
348048,2019-06-30,638,Minas Gerais,Masculino,37,2,897.2886,2,1,1,155.39533333333333,348048,2019-10-20
348049,2019-06-30,475,São Paulo,Feminino,57,1,0.0,2,1,0,371.87079166666666,348049,2019-10-25
348050,2019-06-30,567,Rio de Janeiro,Masculino,40,4,1186.288,1,0,0,383.22345833333327,348050,2019-10-20
348051,2019-06-30,750,São Paulo,Masculino,37,3,0.0,2,1,0,70.29250000000003,348051,2019-10-15
348052,2019-06-30,850,São Paulo,Masculino,39,6,968.6313,1,1,1,507.00495833333326,348052,2019-10-20
348053,2019-06-30,753,São Paulo,Feminino,38,6,1422.6345,1,0,1,140.54345833333335,348053,2019-10-16
348054,2019-06-30,683,Rio de Janeiro,Feminino,36,7,0.0,2,1,0,436.6107916666666,348054,2019-10-06
348055,2019-06-30,710,São Paulo,Feminino,32,3,0.0,1,1,0,394.95975,348055,2019-10-13
348056,2019-06-30,645,Rio de Janeiro,Feminino,21,1,0.0,2,0,0,119.69195833333332,348056,2019-10-18
348057,2019-06-30,714,São Paulo,Masculino,28,6,1227.2437,1,1,1,279.4052916666667,348057,2019-10-07
348058,2019-06-30,696,Minas Gerais,Feminino,35,4,1749.0226,1,1,0,287.83270833333336,348058,2019-10-10
348059,2019-06-30,612,Rio de Janeiro,Feminino,26,4,0.0,2,1,1,749.0864166666668,348059,2019-10-21
348060,2019-06-30,520,Minas Gerais,Feminino,31,3,1089.1417,1,1,1,764.8849583333333,348060,2019-09-07
348061,2019-06-30,782,Rio de Janeiro,Masculino,23,10,980.5266,1,1,1,594.1138333333333,348061,2019-10-15
348062,2019-06-30,666,São Paulo,Masculino,46,5,1238.7319,1,1,1,741.0169166666667,348062,2019-10-08
348063,2019-06-30,466,Minas Gerais,Feminino,56,2,1119.2013,3,1,0,823.4754583333333,348063,2019-08-03
348064,2019-06-30,567,São Paulo,Feminino,45,4,0.0,2,0,1,504.38829166666665,348064,2019-10-30
348065,2019-06-30,613,São Paulo,Masculino,20,3,0.0,2,1,1,623.3907083333332,348065,2019-10-15
348066,2019-06-30,718,São Paulo,Masculino,37,8,0.0,2,1,1,0.5950416666666667,348066,2019-10-26
348067,2019-06-30,614,São Paulo,Feminino,37,8,751.5033999999998,4,0,1,549.0277916666666,348067,2019-07-09
348068,2019-06-30,711,São Paulo,Masculino,38,10,0.0,2,0,0,222.13241666666667,348068,2019-10-11
348069,2019-06-30,691,Minas Gerais,Feminino,38,5,1147.5376,1,1,0,448.60425000000015,348069,2019-10-05
348070,2019-06-30,527,São Paulo,Masculino,32,0,0.0,1,1,0,456.3495,348070,2019-10-22
348071,2019-06-30,476,São Paulo,Feminino,32,6,1118.7193,1,0,0,467.22025,348071,2019-10-28
348072,2019-06-30,619,Rio de Janeiro,Feminino,45,0,0.0,2,0,0,473.5224999999999,348072,2019-10-29
348073,2019-06-30,607,Minas Gerais,Feminino,37,4,1359.2706,1,0,0,753.7099999999997,348073,2019-10-08
348074,2019-06-30,695,Rio de Janeiro,Masculino,44,8,0.0,2,1,1,295.7255416666667,348074,2019-10-12
348075,2019-06-30,653,São Paulo,Masculino,33,1,0.0,2,0,0,222.41466666666665,348075,2019-10-02
348076,2019-06-30,677,São Paulo,Masculino,46,2,570.3774,1,1,1,660.5458750000003,348076,2019-10-14
348077,2019-06-30,655,São Paulo,Feminino,50,10,0.0,4,1,0,746.94975,348077,2019-09-01
348078,2019-06-30,625,São Paulo,Feminino,52,2,794.6896,1,1,1,352.525125,348078,2019-10-08
348079,2019-06-30,679,Minas Gerais,Feminino,34,7,1210.6385,1,1,0,237.43575,348079,2019-10-06
348080,2019-06-30,734,São Paulo,Masculino,51,1,1185.3747,1,1,1,487.1352083333333,348080,2019-10-15
348081,2019-06-30,666,São Paulo,Masculino,39,10,0.0,2,1,0,429.163875,348081,2019-10-21
348082,2019-06-30,592,Minas Gerais,Feminino,26,4,1050.8207,2,1,0,553.339875,348082,2019-10-19
348083,2019-06-30,564,São Paulo,Masculino,40,4,0.0,1,1,0,356.0650833333333,348083,2019-08-03
348084,2019-06-30,814,São Paulo,Feminino,36,6,0.0,2,1,1,411.070875,348084,2019-10-15
348085,2019-06-30,592,Minas Gerais,Masculino,36,2,1047.0265,2,1,0,449.78633333333335,348085,2019-10-25
348086,2019-06-30,758,São Paulo,Feminino,50,2,958.1376,3,1,1,283.100375,348086,2019-07-22
348087,2019-06-30,612,Rio de Janeiro,Feminino,62,0,1670.2660999999996,2,1,1,803.716875,348087,2019-10-08
348088,2019-06-30,498,Minas Gerais,Masculino,61,7,1024.5326,1,1,0,780.1981666666667,348088,2019-09-03
348089,2019-06-30,638,Minas Gerais,Masculino,25,4,1480.4545,2,1,1,478.0100833333333,348089,2019-10-28
348090,2019-06-30,558,São Paulo,Masculino,35,1,0.0,2,0,0,465.364875,348090,2019-10-04
348091,2019-06-30,756,São Paulo,Feminino,24,1,0.0,2,1,0,767.4260416666667,348091,2019-10-23
348092,2019-06-30,782,Rio de Janeiro,Masculino,52,4,0.0,1,1,1,219.83258333333333,348092,2019-07-05
348093,2019-06-30,505,São Paulo,Masculino,34,10,1044.9879,1,0,1,526.87975,348093,2019-10-26
348094,2019-06-30,671,Rio de Janeiro,Feminino,29,6,0.0,2,0,0,50.20279166666666,348094,2019-10-26
348095,2019-06-30,801,São Paulo,Masculino,42,6,0.0,2,1,1,399.1847083333333,348095,2019-10-16
348096,2019-06-30,604,São Paulo,Masculino,26,8,1495.4252,2,0,1,824.6313333333335,348096,2019-10-26
348097,2019-06-30,716,São Paulo,Feminino,29,10,879.4639,1,1,1,760.5489166666665,348097,2019-10-14
348098,2019-06-30,624,São Paulo,Feminino,45,3,686.3957,1,1,0,700.0096249999998,348098,2019-09-09
348099,2019-06-30,607,Minas Gerais,Masculino,47,4,1488.2632,1,1,1,331.0442083333333,348099,2019-10-01
348100,2019-06-30,827,São Paulo,Feminino,60,2,0.0,2,0,1,252.56595833333336,348100,2019-10-08
348101,2019-06-30,606,São Paulo,Masculino,61,5,1081.6609,2,0,1,36.013375,348101,2019-10-10
348102,2019-06-30,717,Minas Gerais,Feminino,35,5,1032.1471,1,1,0,717.38625,348102,2019-10-13
348103,2019-06-30,651,Minas Gerais,Masculino,40,1,1347.6020999999996,2,0,0,726.8085833333333,348103,2019-09-17
348104,2019-06-30,691,São Paulo,Masculino,58,3,0.0,1,0,1,812.2095833333333,348104,2019-07-10
348105,2019-06-30,573,São Paulo,Feminino,33,0,901.2464,1,1,0,572.819625,348105,2019-10-25
348106,2019-06-30,723,Rio de Janeiro,Masculino,38,6,0.0,2,1,1,393.39833333333337,348106,2019-10-03
348107,2019-06-30,584,Minas Gerais,Feminino,46,6,873.6102000000002,2,1,0,501.57029166666666,348107,2019-09-19
348108,2019-06-30,550,Minas Gerais,Feminino,45,8,1112.5759,1,0,0,406.76425,348108,2019-07-27
348109,2019-06-30,611,São Paulo,Feminino,61,3,1315.8359,4,0,1,275.992625,348109,2019-08-14
348110,2019-06-30,549,Minas Gerais,Masculino,41,9,950.208,3,1,1,548.794125,348110,2019-08-15
348111,2019-06-30,850,Rio de Janeiro,Feminino,24,1,0.0,2,0,1,287.72029166666664,348111,2019-10-04
348112,2019-06-30,668,Minas Gerais,Masculino,34,5,802.4236999999998,2,0,0,236.587375,348112,2019-10-02
348113,2019-06-30,686,São Paulo,Feminino,43,0,0.0,1,1,1,708.6370833333333,348113,2019-10-11
348114,2019-06-30,660,São Paulo,Masculino,50,1,0.0,3,1,1,799.3714583333333,348114,2019-09-18
348115,2019-06-30,682,Rio de Janeiro,Feminino,59,0,1226.6139,1,0,1,353.349,348115,2019-10-06
348116,2019-06-30,524,São Paulo,Masculino,50,4,0.0,2,1,1,132.669125,348116,2019-09-25
348117,2019-06-30,645,São Paulo,Feminino,36,8,0.0,2,1,1,50.40254166666667,348117,2019-08-28
348118,2019-06-30,850,São Paulo,Masculino,42,0,0.0,2,1,0,184.0243333333333,348118,2019-10-24
348119,2019-06-30,537,São Paulo,Feminino,53,3,0.0,1,1,1,380.8609166666666,348119,2019-10-03
348120,2019-06-30,599,Rio de Janeiro,Feminino,46,7,817.4284,2,1,0,347.0092083333333,348120,2019-10-08
348121,2019-06-30,727,Rio de Janeiro,Masculino,71,8,0.0,1,1,1,826.862125,348121,2019-08-07
348122,2019-06-30,756,Rio de Janeiro,Masculino,30,2,1451.2785,1,0,0,31.477833333333336,348122,2019-10-27
348123,2019-06-30,755,São Paulo,Masculino,38,9,1489.1244,1,1,0,335.0673333333333,348123,2019-10-07
348124,2019-06-30,634,Rio de Janeiro,Feminino,41,4,0.0,2,1,1,685.6239166666667,348124,2019-10-13
