,Idade,Qte_Categorias,Limite_Credito_Mercado,Estado,ClientId,Target
8658,38,1,1298.9356,Minas Gerais,354226,0
7517,58,1,1519.3363,São Paulo,353085,1
1979,33,2,0.0,São Paulo,347547,0
1883,24,1,1074.1827,Minas Gerais,347451,0
3803,51,1,1244.2599,Minas Gerais,349371,1
438,38,2,1681.9033,São Paulo,346006,0
4635,33,2,1677.3351,São Paulo,350203,0
4528,31,1,1529.266,Rio de Janeiro,350096,0
4332,31,1,1342.3707000000004,Minas Gerais,349900,1
3573,68,2,0.0,São Paulo,349141,0
8741,23,2,0.0,Rio de Janeiro,354309,0
8911,32,2,1699.4741,Minas Gerais,354479,0
4817,28,2,0.0,São Paulo,350385,0
6435,26,1,1190.0957,São Paulo,352003,0
2986,42,2,1078.5657,Minas Gerais,348554,0
7838,32,1,1453.3043,Minas Gerais,353406,0
704,36,2,761.9047999999998,Minas Gerais,346272,0
2280,36,2,0.0,São Paulo,347848,0
8734,47,1,1440.9042000000004,Minas Gerais,354302,1
4147,66,2,1825.3223,Minas Gerais,349715,0
5412,48,1,1152.9027,São Paulo,350980,1
373,31,1,1250.1372,Minas Gerais,345941,0
6405,41,1,1266.838,Rio de Janeiro,351973,0
9223,67,1,1288.4367,São Paulo,354791,0
2585,28,2,0.0,São Paulo,348153,0
1332,38,2,1450.1849,São Paulo,346900,0
9572,18,1,0.0,Rio de Janeiro,355140,1
5282,32,1,1163.58,São Paulo,350850,0
9131,27,1,1523.0937,São Paulo,354699,0
8315,41,2,0.0,São Paulo,353883,0
9809,39,1,1046.1428999999996,São Paulo,355377,1
1784,36,1,1740.6046,São Paulo,347352,0
3182,43,1,1604.7459,São Paulo,348750,0
494,38,2,1700.6192,São Paulo,346062,1
7363,40,2,1028.3346,São Paulo,352931,0
2860,45,1,1420.7202,São Paulo,348428,0
7929,30,2,730.7017999999998,São Paulo,353497,0
4041,36,2,701.8148,São Paulo,349609,0
7178,38,2,1050.6998,São Paulo,352746,0
2897,29,2,1702.1423000000002,Minas Gerais,348465,0
366,42,2,872.7141,Minas Gerais,345934,0
849,25,1,975.4429,São Paulo,346417,0
7440,47,1,1423.1903,Rio de Janeiro,353008,0
9454,52,2,0.0,São Paulo,355022,0
4301,32,2,0.0,São Paulo,349869,0
2653,26,1,0.0,Rio de Janeiro,348221,0
3503,35,1,1374.8219,São Paulo,349071,0
1541,37,1,1121.4612,Minas Gerais,347109,0
4165,60,2,0.0,São Paulo,349733,0
8866,34,1,1227.2656,Minas Gerais,354434,0
322,40,1,1392.9041,São Paulo,345890,1
2031,51,1,1233.723,São Paulo,347599,0
813,28,3,1223.8422,Minas Gerais,346381,1
8939,34,2,0.0,São Paulo,354507,0
9375,48,2,1235.9322,Minas Gerais,354943,1
1079,32,1,1072.0973,São Paulo,346647,0
2226,46,2,1313.6536999999996,Rio de Janeiro,347794,0
9136,20,1,958.3043,São Paulo,354704,0
9531,60,1,0.0,São Paulo,355099,0
2705,34,2,1097.8369,Rio de Janeiro,348273,0
6824,38,2,0.0,São Paulo,352392,0
7556,49,3,0.0,Rio de Janeiro,353124,1
1164,36,1,1648.5054,São Paulo,346732,0
3261,51,2,0.0,São Paulo,348829,0
4687,48,2,965.4216,São Paulo,350255,0
1450,31,1,1365.5644,Rio de Janeiro,347018,1
3862,36,2,0.0,Rio de Janeiro,349430,0
6103,28,2,0.0,São Paulo,351671,0
9215,37,4,1341.7179999999996,Minas Gerais,354783,1
7120,23,2,1465.8419,Rio de Janeiro,352688,0
6398,26,1,762.2689999999999,Rio de Janeiro,351966,0
9588,42,1,1777.2855,Minas Gerais,355156,0
6214,35,2,1467.8051999999998,Minas Gerais,351782,0
9645,31,1,1060.892,São Paulo,355213,0
5336,55,1,1209.0503,São Paulo,350904,1
4056,28,2,1138.1185,Rio de Janeiro,349624,0
9511,33,1,926.763,São Paulo,355079,0
2999,33,1,1128.3335,São Paulo,348567,0
9024,47,2,897.9946000000001,São Paulo,354592,1
1231,30,1,786.5305000000002,Rio de Janeiro,346799,0
1514,38,2,714.6066999999998,Rio de Janeiro,347082,0
2313,40,2,1067.5601,Minas Gerais,347881,0
1451,38,2,0.0,São Paulo,347019,0
5267,26,2,0.0,São Paulo,350835,0
6131,60,3,0.0,São Paulo,351699,1
8531,30,3,0.0,Rio de Janeiro,354099,0
6464,33,1,1157.6151,Minas Gerais,352032,1
838,48,1,0.0,Rio de Janeiro,346406,1
9915,41,2,0.0,Rio de Janeiro,355483,0
8261,38,2,0.0,São Paulo,353829,0
6414,21,1,1256.8279,São Paulo,351982,0
8504,42,1,1451.5537,São Paulo,354072,1
3567,31,2,1016.7522,Rio de Janeiro,349135,0
9264,60,2,0.0,Rio de Janeiro,354832,0
3087,36,2,1655.3628,São Paulo,348655,0
8643,40,1,1606.2517,Rio de Janeiro,354211,0
1714,45,1,1528.8097,Minas Gerais,347282,0
339,39,1,1153.0131,Minas Gerais,345907,1
9563,28,2,0.0,São Paulo,355131,0
5942,53,1,1091.7288,Minas Gerais,351510,1
9869,38,2,0.0,São Paulo,355437,0
8102,45,2,1680.8538,Minas Gerais,353670,0
8488,70,2,718.1674,Minas Gerais,354056,1
588,36,1,0.0,São Paulo,346156,0
3365,34,4,1309.2902,Rio de Janeiro,348933,1
2670,64,1,0.0,São Paulo,348238,1
3589,51,1,1050.5613,São Paulo,349157,0
34,29,2,0.0,Rio de Janeiro,345602,0
28,43,1,1413.4942999999996,Minas Gerais,345596,0
8553,58,1,0.0,Rio de Janeiro,354121,0
8117,34,1,0.0,Rio de Janeiro,353685,1
2170,40,1,0.0,São Paulo,347738,0
8377,40,2,0.0,Rio de Janeiro,353945,0
5620,31,2,0.0,São Paulo,351188,0
889,43,1,1456.1837,São Paulo,346457,0
6489,31,2,1627.0165,São Paulo,352057,0
3322,41,1,682.1399,São Paulo,348890,0
9396,40,2,0.0,Rio de Janeiro,354964,0
3514,32,1,0.0,Rio de Janeiro,349082,0
4420,35,2,1260.7743,Minas Gerais,349988,0
8351,30,2,0.0,São Paulo,353919,0
5361,46,2,0.0,São Paulo,350929,0
3733,67,1,1570.9478,Minas Gerais,349301,0
9463,24,1,0.0,São Paulo,355031,0
7081,36,2,1299.4439,São Paulo,352649,0
1654,32,2,0.0,São Paulo,347222,0
5032,46,2,1029.5514,Minas Gerais,350600,0
223,33,1,0.0,São Paulo,345791,1
8625,43,1,1307.8871,São Paulo,354193,1
6194,56,1,627.3265,São Paulo,351762,0
1590,39,2,978.5437,Rio de Janeiro,347158,0
5982,37,1,1213.4224000000004,Minas Gerais,351550,0
3256,38,2,861.3171000000001,Rio de Janeiro,348824,0
6680,60,1,693.6525,São Paulo,352248,0
4770,19,2,0.0,Rio de Janeiro,350338,0
2181,46,1,1236.4236,Minas Gerais,347749,1
6803,44,2,0.0,São Paulo,352371,1
4913,51,1,1246.6254,São Paulo,350481,1
6786,30,2,0.0,São Paulo,352354,0
4789,41,1,0.0,São Paulo,350357,1
1209,32,2,0.0,São Paulo,346777,0
421,38,2,0.0,São Paulo,345989,0
8740,29,1,936.1707,Rio de Janeiro,354308,0
1706,38,1,0.0,Rio de Janeiro,347274,0
1158,58,2,1258.0103,Minas Gerais,346726,1
2306,34,1,1265.5892,São Paulo,347874,0
273,30,2,0.0,São Paulo,345841,0
171,27,2,958.2649,Minas Gerais,345739,0
3956,60,1,785.3983999999998,Minas Gerais,349524,0
6696,48,1,0.0,São Paulo,352264,0
3188,32,1,751.7053999999998,São Paulo,348756,0
8132,29,2,0.0,Rio de Janeiro,353700,0
4808,33,1,1378.1175,São Paulo,350376,0
8083,29,1,1305.7526,Minas Gerais,353651,0
1564,42,2,1523.2466,Minas Gerais,347132,0
1782,35,2,1177.0718,São Paulo,347350,1
843,41,1,0.0,Rio de Janeiro,346411,1
9345,50,1,1489.42,São Paulo,354913,0
4461,28,1,0.0,Rio de Janeiro,350029,0
904,58,1,0.0,São Paulo,346472,1
5911,33,2,0.0,São Paulo,351479,0
9950,39,1,1298.4525999999996,Minas Gerais,355518,0
9297,30,1,1743.5613,São Paulo,354865,0
1547,30,2,882.4328999999999,Rio de Janeiro,347115,0
2080,55,1,440.2089,São Paulo,347648,1
9881,40,2,0.0,Rio de Janeiro,355449,0
3985,24,2,0.0,São Paulo,349553,0
6389,30,1,1354.2231,São Paulo,351957,0
7579,40,1,1278.4786,São Paulo,353147,0
9245,41,2,1205.4929,São Paulo,354813,0
6567,54,1,1879.9715,Rio de Janeiro,352135,1
8206,34,2,0.0,São Paulo,353774,0
3820,39,1,847.1998,São Paulo,349388,0
2646,39,2,0.0,Rio de Janeiro,348214,0
4454,36,1,0.0,São Paulo,350022,1
7159,59,1,553.284,São Paulo,352727,1
8221,59,1,1109.393,Minas Gerais,353789,1
8596,32,2,0.0,São Paulo,354164,0
9589,71,1,831.1668,São Paulo,355157,0
6071,52,1,1211.6157,Rio de Janeiro,351639,0
2155,35,1,1007.6877,São Paulo,347723,0
6712,43,1,0.0,São Paulo,352280,0
3715,46,1,890.8789,Minas Gerais,349283,1
4057,26,1,1362.1408,São Paulo,349625,0
5952,29,1,0.0,Rio de Janeiro,351520,1
3102,29,2,0.0,São Paulo,348670,0
558,53,2,0.0,Rio de Janeiro,346126,0
4610,38,1,922.1921,Minas Gerais,350178,0
6978,47,2,0.0,São Paulo,352546,0
1436,28,2,1193.3629,Minas Gerais,347004,0
507,40,1,1373.2665,Minas Gerais,346075,0
1869,33,1,1281.3599000000004,Minas Gerais,347437,0
755,31,2,1571.2086,São Paulo,346323,0
5419,56,1,990.9733,Rio de Janeiro,350987,1
4050,41,2,1377.429,Minas Gerais,349618,0
8089,24,1,1205.9693,Minas Gerais,353657,0
3836,49,3,1101.3255,Rio de Janeiro,349404,1
2118,27,2,0.0,São Paulo,347686,1
6152,64,1,0.0,São Paulo,351720,0
7808,55,2,1277.2325,Minas Gerais,353376,1
501,54,2,0.0,São Paulo,346069,0
6259,28,2,1353.3748999999998,Minas Gerais,351827,0
9743,32,2,1155.8749,Minas Gerais,355311,0
1539,38,1,1130.0092,São Paulo,347107,0
6141,24,2,0.0,São Paulo,351709,0
1211,32,2,0.0,São Paulo,346779,0
9122,29,2,775.5678999999999,São Paulo,354690,0
672,26,1,0.0,São Paulo,346240,0
3377,37,1,1119.1163,Minas Gerais,348945,1
8783,34,1,0.0,São Paulo,354351,1
1464,40,2,0.0,Rio de Janeiro,347032,0
1192,61,2,1298.5572,Rio de Janeiro,346760,1
6984,44,1,1544.0974,São Paulo,352552,1
1872,50,2,0.0,Rio de Janeiro,347440,0
3590,37,1,883.6303,São Paulo,349158,0
6726,50,1,0.0,Rio de Janeiro,352294,1
505,31,2,0.0,São Paulo,346073,0
8118,28,1,0.0,Rio de Janeiro,353686,0
506,30,1,1169.2789,Minas Gerais,346074,0
9449,28,2,1236.7428,Minas Gerais,355017,0
7131,35,1,1210.6349,São Paulo,352699,0
4807,28,2,0.0,São Paulo,350375,0
7303,43,2,0.0,São Paulo,352871,0
1773,34,1,1375.2302,Rio de Janeiro,347341,0
6854,36,2,0.0,Rio de Janeiro,352422,0
4906,33,2,0.0,Rio de Janeiro,350474,0
797,32,1,1145.4038,Minas Gerais,346365,0
8785,27,2,1012.7825,Minas Gerais,354353,0
7070,39,1,1573.7154,São Paulo,352638,0
2829,43,2,852.0082000000001,Minas Gerais,348397,0
9319,27,2,0.0,São Paulo,354887,0
8737,34,1,1450.3092,São Paulo,354305,0
312,38,2,0.0,São Paulo,345880,0
746,18,1,1609.8003,São Paulo,346314,0
3569,50,1,0.0,São Paulo,349137,1
790,36,2,822.7535,São Paulo,346358,0
2476,38,1,614.8247,Minas Gerais,348044,0
9325,41,2,0.0,Rio de Janeiro,354893,0
2570,31,1,1748.5346,Rio de Janeiro,348138,0
5286,41,1,1341.7706,Rio de Janeiro,350854,0
5215,24,1,0.0,São Paulo,350783,1
2163,35,2,0.0,São Paulo,347731,0
6577,38,1,1176.3328,Minas Gerais,352145,0
8449,33,1,1139.1353,São Paulo,354017,0
380,50,2,0.0,São Paulo,345948,0
8508,27,2,0.0,Rio de Janeiro,354076,0
1292,41,2,0.0,São Paulo,346860,0
1912,29,1,789.3915,Minas Gerais,347480,1
599,34,1,1482.4954,Minas Gerais,346167,0
3892,45,1,1242.4093,Minas Gerais,349460,0
4141,39,1,1418.2967,Rio de Janeiro,349709,0
1652,59,1,1538.611,São Paulo,347220,0
5224,43,1,0.0,Rio de Janeiro,350792,0
1893,34,2,0.0,São Paulo,347461,0
1944,39,2,0.0,Rio de Janeiro,347512,0
3395,22,1,0.0,São Paulo,348963,0
5479,35,1,1169.6935,Rio de Janeiro,351047,0
9769,44,1,1435.7152,São Paulo,355337,0
375,39,1,0.0,São Paulo,345943,0
1966,48,1,1394.8018,Minas Gerais,347534,0
3957,38,1,1237.7046,Minas Gerais,349525,1
7135,57,1,1733.0613,Rio de Janeiro,352703,0
7478,22,2,0.0,Rio de Janeiro,353046,0
4505,30,2,0.0,São Paulo,350073,0
9580,38,1,1141.3517,São Paulo,355148,0
5288,30,2,0.0,São Paulo,350856,0
1471,48,1,1647.0168,São Paulo,347039,0
3346,63,1,1380.8216,São Paulo,348914,0
6253,34,1,1060.1159,Minas Gerais,351821,1
2853,53,1,1996.8949,São Paulo,348421,1
8988,37,2,1153.4586,São Paulo,354556,0
9775,26,1,1403.567,São Paulo,355343,0
6459,45,1,638.3243,Minas Gerais,352027,0
4062,45,1,240.4345,São Paulo,349630,1
5863,40,1,952.9711,São Paulo,351431,0
4306,40,2,0.0,São Paulo,349874,0
4877,44,2,0.0,São Paulo,350445,0
7249,25,2,0.0,São Paulo,352817,0
5273,32,1,1474.9389,São Paulo,350841,0
3990,32,2,866.1406,São Paulo,349558,0
1049,40,1,1079.4945,Minas Gerais,346617,1
6175,31,2,0.0,Rio de Janeiro,351743,0
6926,34,2,0.0,São Paulo,352494,0
7864,33,2,0.0,Rio de Janeiro,353432,0
2035,44,2,0.0,São Paulo,347603,0
4039,27,1,1724.6345,Rio de Janeiro,349607,0
6875,57,4,720.9295,São Paulo,352443,1
9354,43,2,0.0,São Paulo,354922,0
1972,30,1,833.1928,Rio de Janeiro,347540,0
5072,29,1,1024.9027,São Paulo,350640,0
2099,57,1,761.6564999999998,São Paulo,347667,0
1499,28,1,0.0,São Paulo,347067,0
9612,36,2,0.0,São Paulo,355180,0
652,42,1,1504.6107000000004,São Paulo,346220,0
170,29,1,1301.1439,São Paulo,345738,0
4085,34,1,1340.079,São Paulo,349653,0
242,37,2,1059.6168,São Paulo,345810,0
5710,34,2,1390.6406,São Paulo,351278,0
6972,52,1,0.0,São Paulo,352540,1
2756,29,1,1445.9196,São Paulo,348324,0
6884,35,2,0.0,São Paulo,352452,0
5446,28,2,1914.0282,São Paulo,351014,0
2076,40,1,0.0,São Paulo,347644,1
4103,41,1,1488.6317,Rio de Janeiro,349671,0
9559,39,1,1441.0232,Rio de Janeiro,355127,0
7571,52,3,794.753,São Paulo,353139,1
9466,52,1,0.0,São Paulo,355034,1
4894,32,2,1447.0587,São Paulo,350462,0
6692,39,1,1381.0675,São Paulo,352260,0
8054,47,1,1180.8768,Minas Gerais,353622,1
5389,32,2,0.0,São Paulo,350957,0
9373,36,2,0.0,Rio de Janeiro,354941,0
8021,41,1,0.0,São Paulo,353589,0
8604,39,2,0.0,Rio de Janeiro,354172,0
4480,45,2,0.0,São Paulo,350048,0
8326,36,1,533.6913,São Paulo,353894,0
4078,47,2,0.0,Rio de Janeiro,349646,0
640,48,1,1160.6008,Rio de Janeiro,346208,1
1270,30,1,1153.1504,Minas Gerais,346838,0
2778,71,2,0.0,Rio de Janeiro,348346,0
9497,25,2,0.0,São Paulo,355065,0
3861,37,2,0.0,São Paulo,349429,0
3480,30,1,1101.4849000000004,Minas Gerais,349048,1
1534,47,1,1525.2247,Minas Gerais,347102,1
325,35,1,1444.2887,São Paulo,345893,0
2338,37,2,0.0,São Paulo,347906,0
3980,65,1,0.0,São Paulo,349548,0
6877,37,2,0.0,Rio de Janeiro,352445,0
4054,56,3,1158.9522,São Paulo,349622,1
2237,30,3,1585.8482,São Paulo,347805,1
7106,40,2,936.8043,São Paulo,352674,0
9668,34,2,0.0,Rio de Janeiro,355236,0
4745,49,1,1333.8466,Minas Gerais,350313,1
864,38,2,0.0,São Paulo,346432,0
6203,49,2,0.0,Rio de Janeiro,351771,0
5508,75,2,0.0,São Paulo,351076,0
7429,43,1,1173.0262,Rio de Janeiro,352997,0
371,75,2,1063.0791,Minas Gerais,345939,0
6296,34,2,0.0,São Paulo,351864,0
5551,26,2,728.3556,Minas Gerais,351119,0
5723,26,2,0.0,São Paulo,351291,0
5899,27,2,0.0,São Paulo,351467,0
9287,32,2,0.0,São Paulo,354855,0
7871,36,1,917.1159,São Paulo,353439,0
2364,31,2,827.8793,São Paulo,347932,0
3213,46,1,1832.7632,Rio de Janeiro,348781,0
911,53,1,1112.0141,Rio de Janeiro,346479,0
9047,41,1,1594.3403,Minas Gerais,354615,0
9790,39,2,0.0,Rio de Janeiro,355358,0
7289,35,1,0.0,Rio de Janeiro,352857,0
9958,37,1,0.0,São Paulo,355526,0
6536,37,1,1158.9542,São Paulo,352104,0
9192,58,2,799.5461,Rio de Janeiro,354760,0
1423,30,2,1397.6213,Minas Gerais,346991,0
9807,36,2,0.0,São Paulo,355375,0
479,29,1,802.6260000000002,São Paulo,346047,0
662,31,2,0.0,São Paulo,346230,0
4476,33,2,0.0,São Paulo,350044,0
8982,32,1,2066.6375,São Paulo,354550,0
8077,40,1,1306.6196,São Paulo,353645,0
2988,47,3,938.7195,São Paulo,348556,1
1119,29,2,1174.1219,Rio de Janeiro,346687,0
2776,39,2,0.0,São Paulo,348344,0
9835,31,2,0.0,São Paulo,355403,0
5003,36,1,0.0,São Paulo,350571,0
6649,47,1,1426.4354,Rio de Janeiro,352217,0
7254,36,1,0.0,São Paulo,352822,0
4427,23,1,1561.2373,São Paulo,349995,0
7431,38,2,0.0,São Paulo,352999,0
3981,24,2,0.0,São Paulo,349549,0
6351,27,2,0.0,São Paulo,351919,0
2893,50,2,0.0,São Paulo,348461,0
2669,19,2,974.4549,São Paulo,348237,0
3977,21,2,0.0,Rio de Janeiro,349545,0
5259,52,1,1514.5788,São Paulo,350827,0
279,46,1,0.0,São Paulo,345847,1
6730,46,1,1607.3663,Rio de Janeiro,352298,0
6104,50,1,1163.0901,Minas Gerais,351672,1
7020,28,2,0.0,São Paulo,352588,0
1694,37,1,1186.3692,São Paulo,347262,0
8912,24,2,1481.6782999999998,São Paulo,354480,0
3479,46,1,914.4375,São Paulo,349047,0
4416,42,1,1649.5156,São Paulo,349984,0
7592,44,1,889.0221,Minas Gerais,353160,0
6282,22,2,0.0,São Paulo,351850,0
5603,39,2,0.0,Rio de Janeiro,351171,0
8619,36,2,0.0,Rio de Janeiro,354187,0
7780,33,1,766.9222,Minas Gerais,353348,0
4296,40,1,1262.1264,São Paulo,349864,0
4593,44,2,0.0,São Paulo,350161,0
4844,36,2,842.6644,Minas Gerais,350412,0
2209,33,2,0.0,Rio de Janeiro,347777,0
7605,39,2,0.0,Rio de Janeiro,353173,0
5501,31,1,1376.8772,São Paulo,351069,0
184,50,1,0.0,São Paulo,345752,1
4800,39,2,0.0,São Paulo,350368,0
4845,36,1,1471.4959,São Paulo,350413,0
2350,58,2,1190.2475,Minas Gerais,347918,1
553,34,2,0.0,São Paulo,346121,0
1397,46,2,1350.7058,Minas Gerais,346965,1
1384,46,1,675.6331,Rio de Janeiro,346952,1
9182,28,1,1427.0595,São Paulo,354750,0
9817,30,2,0.0,Rio de Janeiro,355385,0
297,44,3,0.0,Rio de Janeiro,345865,1
443,46,1,1222.2019,São Paulo,346011,0
7338,54,1,1451.514,Minas Gerais,352906,1
2077,34,1,1448.5534,Rio de Janeiro,347645,0
7815,38,1,0.0,São Paulo,353383,0
2229,44,2,1408.5616,Rio de Janeiro,347797,0
2842,48,1,0.0,Rio de Janeiro,348410,1
2537,33,1,901.2464,São Paulo,348105,0
8145,37,1,0.0,São Paulo,353713,0
9536,42,1,1287.0731,Minas Gerais,355104,1
6443,92,1,1215.1331,São Paulo,352011,0
3367,40,1,1010.1653,Minas Gerais,348935,1
4486,35,1,1566.871,São Paulo,350054,0
2578,32,1,1164.0955,São Paulo,348146,0
1131,37,1,1258.2221,Rio de Janeiro,346699,0
4818,36,1,868.3795,São Paulo,350386,0
320,57,1,1459.6533,Rio de Janeiro,345888,0
1371,43,1,648.9775,São Paulo,346939,0
4042,38,1,1779.9707,Rio de Janeiro,349610,0
9125,34,1,0.0,Rio de Janeiro,354693,1
5145,38,1,1385.1501999999996,Minas Gerais,350713,0
907,46,1,1049.4772,São Paulo,346475,1
9426,53,2,752.2553,Rio de Janeiro,354994,1
3950,28,2,0.0,Rio de Janeiro,349518,0
6145,22,2,0.0,Rio de Janeiro,351713,0
8886,36,1,0.0,São Paulo,354454,0
6695,33,2,0.0,São Paulo,352263,0
4977,35,1,1063.6529,Rio de Janeiro,350545,0
6092,43,2,1418.5911999999996,Minas Gerais,351660,0
8408,36,2,817.9574,Minas Gerais,353976,0
926,35,1,0.0,Rio de Janeiro,346494,0
6143,24,2,1222.0031,Minas Gerais,351711,0
15,45,2,1431.2941,Minas Gerais,345583,0
143,52,1,0.0,Rio de Janeiro,345711,1
2363,33,2,0.0,São Paulo,347931,0
129,24,1,1018.2707,São Paulo,345697,0
1161,41,1,1048.1741,São Paulo,346729,1
7551,37,2,1339.6896,São Paulo,353119,0
6129,43,2,804.4205999999998,Minas Gerais,351697,0
4665,35,2,0.0,São Paulo,350233,0
5660,68,1,1143.8685,Rio de Janeiro,351228,0
6460,29,2,0.0,São Paulo,352028,0
1876,39,4,1316.0728,Minas Gerais,347444,1
2488,21,2,0.0,Rio de Janeiro,348056,0
5327,25,2,693.8516999999998,Minas Gerais,350895,0
9361,45,2,1793.3483,Minas Gerais,354929,0
1182,43,1,1680.6973,São Paulo,346750,1
6135,37,2,1286.5011,Rio de Janeiro,351703,0
6377,33,1,0.0,São Paulo,351945,1
1170,26,1,799.3241,Rio de Janeiro,346738,0
2182,38,1,0.0,Rio de Janeiro,347750,0
3371,43,1,970.6769,Minas Gerais,348939,1
8040,36,2,0.0,Rio de Janeiro,353608,0
1859,34,2,0.0,São Paulo,347427,0
4860,36,1,1415.7354999999998,Rio de Janeiro,350428,0
9255,41,4,1015.4351,Minas Gerais,354823,1
8345,46,2,0.0,Rio de Janeiro,353913,0
7347,42,2,0.0,Rio de Janeiro,352915,0
4864,54,1,0.0,São Paulo,350432,1
9886,31,2,908.2627,Rio de Janeiro,355454,0
6388,44,1,1380.7647,Minas Gerais,351956,1
3121,27,1,1070.2752,Minas Gerais,348689,0
387,62,2,0.0,Rio de Janeiro,345955,0
7785,26,2,0.0,São Paulo,353353,0
1032,40,2,0.0,Rio de Janeiro,346600,0
7852,39,1,1196.9575,Minas Gerais,353420,0
5418,35,1,1422.9613,Minas Gerais,350986,0
931,41,2,1035.2275,Minas Gerais,346499,0
4019,31,2,1668.3385999999996,Rio de Janeiro,349587,0
691,43,2,764.0885000000002,São Paulo,346259,0
5298,36,2,1140.075,São Paulo,350866,0
6658,31,1,0.0,São Paulo,352226,1
829,39,2,0.0,São Paulo,346397,0
3498,41,2,1521.0557,São Paulo,349066,0
2081,32,1,1330.6063,Minas Gerais,347649,0
9440,27,3,0.0,Rio de Janeiro,355008,1
44,61,1,1559.3111,Rio de Janeiro,345612,0
3939,25,2,817.3288,Minas Gerais,349507,0
5257,31,3,1410.6917999999996,Minas Gerais,350825,0
8437,29,2,0.0,São Paulo,354005,0
4319,34,2,1406.9478,Rio de Janeiro,349887,0
2965,36,2,1311.4253,Minas Gerais,348533,0
3969,27,1,1138.7322,Rio de Janeiro,349537,1
1187,50,1,1265.478,São Paulo,346755,1
284,22,2,1741.8598000000004,São Paulo,345852,0
8873,34,1,1031.0817,São Paulo,354441,0
4159,29,1,1595.9745,São Paulo,349727,0
3092,31,1,795.8942999999998,São Paulo,348660,0
4556,18,1,988.9439,São Paulo,350124,0
4584,39,1,1364.2241,São Paulo,350152,0
4323,43,1,1208.6717999999996,Rio de Janeiro,349891,1
5504,32,2,1204.524,São Paulo,351072,0
7074,36,2,723.7361999999998,Minas Gerais,352642,0
3364,47,2,0.0,São Paulo,348932,0
8025,24,1,1070.6531,São Paulo,353593,0
3195,29,1,1726.9354,Minas Gerais,348763,0
8810,21,2,1201.5039,São Paulo,354378,0
969,70,2,1168.5471,Minas Gerais,346537,0
3734,40,2,1132.2838000000004,Minas Gerais,349302,0
925,36,2,1016.0901,Minas Gerais,346493,0
9496,37,2,0.0,São Paulo,355064,0
6451,29,2,1575.7647,Rio de Janeiro,352019,0
8797,45,1,0.0,São Paulo,354365,0
2851,48,1,0.0,São Paulo,348419,1
5180,43,2,1615.4668,Rio de Janeiro,350748,0
6723,51,2,922.4614,Minas Gerais,352291,0
9322,35,2,0.0,São Paulo,354890,0
7810,34,1,1482.0072,Minas Gerais,353378,0
4471,56,2,1745.061,Rio de Janeiro,350039,1
5168,30,1,1452.4163,Rio de Janeiro,350736,0
4348,44,2,790.6485,Minas Gerais,349916,0
7903,34,2,0.0,Rio de Janeiro,353471,0
3626,37,1,1106.8907000000004,Minas Gerais,349194,1
1789,37,2,0.0,Rio de Janeiro,347357,0
8293,28,1,906.9678,Minas Gerais,353861,0
2059,50,2,0.0,Rio de Janeiro,347627,0
4013,57,4,1620.8231,Minas Gerais,349581,1
1902,33,1,0.0,Rio de Janeiro,347470,0
5573,29,1,0.0,São Paulo,351141,0
6925,29,1,829.1648,Minas Gerais,352493,0
75,21,2,1787.1819,São Paulo,345643,0
2345,38,1,1795.8131,Rio de Janeiro,347913,0
5484,45,1,1198.5201,Minas Gerais,351052,1
430,57,1,1379.4639000000002,Minas Gerais,345998,1
4586,25,2,0.0,São Paulo,350154,0
8099,38,2,919.0256,São Paulo,353667,0
8457,32,2,0.0,São Paulo,354025,0
8156,71,1,1194.9687,Minas Gerais,353724,0
7893,40,1,1092.1983,São Paulo,353461,0
1553,38,2,1192.7801,São Paulo,347121,0
240,38,2,0.0,Rio de Janeiro,345808,0
783,35,2,0.0,São Paulo,346351,0
3066,28,2,0.0,São Paulo,348634,0
977,38,2,0.0,São Paulo,346545,0
2941,26,2,0.0,Rio de Janeiro,348509,0
5377,72,2,1605.41,São Paulo,350945,0
4730,38,1,0.0,Rio de Janeiro,350298,1
1620,43,2,1417.4974,Minas Gerais,347188,0
2146,49,1,1224.8647,São Paulo,347714,0
1801,30,1,1129.3587,São Paulo,347369,0
2095,40,2,1284.8691,Minas Gerais,347663,0
6074,45,2,0.0,São Paulo,351642,0
5245,38,2,0.0,São Paulo,350813,0
1357,43,2,0.0,São Paulo,346925,0
8063,34,2,2040.174,Minas Gerais,353631,0
6050,44,1,988.6254,São Paulo,351618,0
8368,34,1,986.7574,Minas Gerais,353936,1
6017,34,1,960.195,São Paulo,351585,0
9931,34,1,1012.6651,São Paulo,355499,0
8769,31,1,0.0,São Paulo,354337,0
7503,44,2,1050.0731,Minas Gerais,353071,0
1609,35,1,1322.9263,São Paulo,347177,0
3096,59,1,914.1576,Minas Gerais,348664,1
9771,39,1,1216.269,Rio de Janeiro,355339,0
2415,32,1,944.8647,São Paulo,347983,0
2017,37,1,0.0,Rio de Janeiro,347585,0
6018,30,2,0.0,São Paulo,351586,0
4125,49,2,0.0,Rio de Janeiro,349693,0
9802,40,1,947.7311,São Paulo,355370,0
3246,57,1,0.0,São Paulo,348814,1
124,28,1,0.0,São Paulo,345692,0
6425,39,1,1378.1752,São Paulo,351993,0
5308,31,1,1136.93,Rio de Janeiro,350876,0
7463,36,1,1298.0417,São Paulo,353031,0
